"COW","ANNUAL.QUARTERLY.DATA","COUNTRY.NUMBER","YEAR","TYPE.OF.DATA","PROTEST.DEMONSTRATIONS","REGIME.SUPPRTD.DMNSTRTN","RIOT","ARMED.ATTACK","ASSASSINATION.SUCCESS.","POLITICAL.STRIKES","EXECUTIVE.RENEWAL","EXECUTIVE.ADJUSTMENTS","UNSUC.REG.EXEC.TRANSFER","REG.EXECUTIVE.TRANSFER","UNSUC.IRREG.EXEC.TRANS","IRREG.EXEC.TRANSFER","ELECTION","IMPOSITION.OF.POL.SANCT","POLITICAL.EXECUTION","RELAXATION.OF.SANCTION","DEATHS.FROM.DOM.VIOLENCE","ICPSR.STUDY.NUMBER.7761","ICPSR.EDITION.NUMBER.2","ICPSR.PART.NUMBER.3"
678,100,678,1967,0,0,6,5,37,1,0,0,4,0,3,1,1,0,12,11,4,2156,7761,2,3
678,100,678,1968,0,0,0,0,17,0,0,0,6,0,0,0,0,0,4,19,2,3911,7761,2,3
678,100,678,1969,0,0,0,1,5,1,0,0,5,0,0,0,0,0,2,0,1,53,7761,2,3
678,100,678,1970,0,0,0,1,3,0,0,0,5,0,0,0,0,0,2,2,1,6,7761,2,3
678,100,678,1971,0,1,0,0,0,0,0,0,2,0,3,0,0,1,2,0,0,0,7761,2,3
678,100,678,1972,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,8,0,30,7761,2,3
678,100,678,1973,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,38,0,1,7761,2,3
678,100,678,1974,0,0,0,0,0,0,0,0,4,0,2,0,1,0,6,0,1,0,7761,2,3
678,100,678,1975,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,7761,2,3
678,100,678,1976,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7761,2,3
678,100,678,1977,0,1,0,0,2,1,0,0,1,0,1,1,0,0,1,1,0,4,7761,2,3
678,100,678,1978,0,0,0,0,1,1,0,2,1,0,0,1,0,2,0,12,0,0,7761,2,3
678,100,678,1979,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7761,2,3
678,100,678,1980,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
678,100,678,1981,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,21,1,0,7761,2,3
678,100,678,1982,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,7761,2,3
680,100,680,1967,0,5,1,35,202,2,8,0,5,0,4,1,0,0,10,0,3,255,7761,2,3
680,100,680,1968,0,0,0,0,12,0,0,0,2,0,0,0,0,0,12,0,2,303,7761,2,3
680,100,680,1969,0,0,0,0,6,0,0,0,3,0,1,0,1,0,3,0,0,60,7761,2,3
680,100,680,1970,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,9,0,1,7761,2,3
680,100,680,1971,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,1,0,41,7761,2,3
680,100,680,1972,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,40,0,516,7761,2,3
680,100,680,1973,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7761,2,3
680,100,680,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7761,2,3
680,100,680,1975,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7761,2,3
680,100,680,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
680,100,680,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
680,100,680,1978,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,13,0,0,7761,2,3
680,100,680,1979,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7761,2,3
680,100,680,1980,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,7761,2,3
680,100,680,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
680,100,680,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7761,2,3
690,100,690,1961,0,0,5,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,7761,2,3
690,100,690,1962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
690,100,690,1963,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,7761,2,3
690,100,690,1964,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7761,2,3
690,100,690,1965,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,7761,2,3
690,100,690,1966,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,0,7761,2,3
690,100,690,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,7761,2,3
690,100,690,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7761,2,3
690,100,690,1969,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,7761,2,3
690,100,690,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7761,2,3
690,100,690,1971,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,7761,2,3
690,100,690,1972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7761,2,3
690,100,690,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
690,100,690,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
690,100,690,1975,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,7761,2,3
690,100,690,1976,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,7761,2,3
690,100,690,1977,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,7761,2,3
690,100,690,1978,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,7761,2,3
690,100,690,1979,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
690,100,690,1980,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
690,100,690,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,7761,2,3
690,100,690,1982,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1973,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7761,2,3
692,100,692,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
692,100,692,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1980,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7761,2,3
692,100,692,1981,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,7761,2,3
692,100,692,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7761,2,3
694,100,694,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1977,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
694,100,694,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1971,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7761,2,3
696,100,696,1972,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,7761,2,3
696,100,696,1973,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1977,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
696,100,696,1978,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
696,100,696,1979,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
696,100,696,1980,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7761,2,3
696,100,696,1981,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,7761,2,3
696,100,696,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1972,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
698,100,698,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
698,100,698,1974,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
698,100,698,1975,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1979,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,15,7761,2,3
698,100,698,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
698,100,698,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
698,100,698,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1949,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
700,100,700,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
700,100,700,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1953,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
700,100,700,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7761,2,3
700,100,700,1955,0,0,26,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7761,2,3
700,100,700,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1957,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1959,0,10,1,5,1,0,0,0,0,0,0,0,0,0,6,0,0,143,7761,2,3
700,100,700,1960,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1963,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7761,2,3
700,100,700,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1965,0,0,0,5,0,0,0,1,1,1,1,0,0,1,0,0,1,0,7761,2,3
700,100,700,1966,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1967,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7761,2,3
700,100,700,1968,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1969,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
700,100,700,1971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
700,100,700,1972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7761,2,3
700,100,700,1973,0,0,0,0,3,0,0,1,0,0,1,0,1,0,6,30,0,44,7761,2,3
700,100,700,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,7761,2,3
700,100,700,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
700,100,700,1977,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,7761,2,3
700,100,700,1978,0,0,0,0,2,1,0,0,4,0,0,0,1,0,7,0,1,0,7761,2,3
700,100,700,1979,0,3,0,0,34,0,0,0,3,0,1,1,1,0,7,3002,2,0,7761,2,3
700,100,700,1980,0,10,0,10,109,2,3,0,4,0,0,1,0,0,17,321,5,0,7761,2,3
700,100,700,1981,0,1,0,0,38,0,0,0,2,0,1,0,0,0,3,151,1,0,7761,2,3
700,100,700,1982,0,2,0,0,54,0,0,0,1,0,0,0,0,0,1,0,2,0,7761,2,3
710,100,710,1948,0,2,0,5,494,0,1,1,3,0,3,0,0,1,25,7,2,3976,7761,2,3
710,100,710,1949,0,1,1,30,569,0,1,0,2,1,3,1,1,0,45,28,2,236,7761,2,3
710,100,710,1950,0,0,0,5,308,5,0,0,1,0,0,0,0,0,26,868629,3,8840,7761,2,3
710,100,710,1951,0,0,1,10,31,1,0,0,0,0,0,0,0,0,89,758276,12,804,7761,2,3
710,100,710,1952,0,0,0,5,48,0,0,0,1,0,0,0,0,0,42,4557,7,5030,7761,2,3
710,100,710,1953,0,1,0,0,46,0,0,0,1,0,0,0,0,0,15,42,8,1,7761,2,3
710,100,710,1954,0,0,0,5,75,0,0,1,2,0,0,0,0,1,24,598,20,39,7761,2,3
710,100,710,1955,0,0,6,0,90,0,0,0,2,0,0,1,0,0,44,61,10,0,7761,2,3
710,100,710,1956,0,0,0,0,36,0,0,1,1,0,0,0,0,0,5,3,4,4,7761,2,3
710,100,710,1957,0,0,0,12,11,0,0,0,1,0,0,1,0,0,32,8,2,1,7761,2,3
710,100,710,1958,0,0,11,1,159,0,0,1,3,0,0,0,0,1,28,15,1,399,7761,2,3
710,100,710,1959,0,1,0,3,24,0,0,1,2,0,1,0,0,0,7,4,5,4240,7761,2,3
710,100,710,1960,0,0,0,0,16,0,0,0,2,0,0,0,0,0,8,2,2,0,7761,2,3
710,100,710,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,7761,2,3
710,100,710,1962,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,2,7761,2,3
710,100,710,1963,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,5,3,183,7761,2,3
710,100,710,1964,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,7761,2,3
710,100,710,1965,0,0,5,0,12,0,0,1,2,0,0,0,0,0,4,0,1,0,7761,2,3
710,100,710,1966,0,2,20,21,17,0,0,1,7,0,0,0,0,0,145,1,3,40,7761,2,3
710,100,710,1967,0,0,77,97,408,0,10,0,2,0,1,0,4,0,204,7,28,1431,7761,2,3
710,100,710,1968,0,5,2,6,17,0,0,0,2,0,0,0,0,0,41,910,4,715,7761,2,3
710,100,710,1969,0,6,3,1,3,0,0,1,2,0,0,0,0,0,9,2,11,0,7761,2,3
710,100,710,1970,0,2,0,6,0,0,0,0,5,0,0,0,0,0,8,101,8,13,7761,2,3
710,100,710,1971,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,7761,2,3
710,100,710,1972,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7761,2,3
710,100,710,1973,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,7761,2,3
710,100,710,1974,0,9,0,1,0,0,0,0,2,0,0,0,0,0,3,30,0,0,7761,2,3
710,100,710,1975,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,7761,2,3
710,100,710,1976,0,10,36,1,2,0,0,0,4,0,3,0,0,0,5,2,0,6,7761,2,3
710,100,710,1977,0,2,0,2,0,0,0,0,2,0,1,0,0,0,1,29,2,1,7761,2,3
710,100,710,1978,0,5,0,0,0,0,0,1,7,0,0,0,0,1,2,0,5,0,7761,2,3
710,100,710,1979,0,15,0,1,0,0,0,0,3,0,0,0,0,0,17,0,9,0,7761,2,3
710,100,710,1980,0,2,0,0,1,0,1,0,4,0,1,0,0,0,1,0,0,0,7761,2,3
710,100,710,1981,0,1,0,0,0,0,2,0,1,0,1,0,0,0,5,0,0,0,7761,2,3
710,100,710,1982,0,1,0,0,3,0,0,0,2,0,2,0,0,0,3,5,2,0,7761,2,3
712,100,712,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1949,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
712,100,712,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
712,100,712,1953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7761,2,3
712,100,712,1954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7761,2,3
712,100,712,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1960,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7761,2,3
712,100,712,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1963,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7761,2,3
712,100,712,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7761,2,3
712,100,712,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
712,100,712,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7761,2,3
712,100,712,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
712,100,712,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
713,100,713,1949,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7761,2,3
713,100,713,1950,0,0,0,0,3,0,5,0,2,0,2,0,0,0,12,109,0,19,7761,2,3
713,100,713,1951,0,0,1,0,9,0,0,0,1,0,0,0,0,0,7,30,1,0,7761,2,3
713,100,713,1952,0,0,0,0,4,0,0,0,1,0,0,0,0,0,12,107,0,0,7761,2,3
713,100,713,1953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,69,0,14,7761,2,3
713,100,713,1954,0,0,0,0,30,0,0,1,3,0,1,0,0,0,1,0,0,2336,7761,2,3
713,100,713,1955,0,0,0,0,50,0,0,0,1,0,0,0,0,0,2,1,1,2336,7761,2,3
713,100,713,1956,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,2,42,7761,2,3
713,100,713,1957,0,0,0,5,46,0,0,1,0,0,0,0,0,1,3,0,1,4,7761,2,3
713,100,713,1958,0,0,0,0,167,0,0,0,2,0,1,0,0,0,5,0,1,96,7761,2,3
713,100,713,1959,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,7761,2,3
713,100,713,1960,0,0,0,1,20,0,0,1,1,0,0,0,0,1,5,1,0,27,7761,2,3
713,100,713,1961,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
713,100,713,1962,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,7761,2,3
713,100,713,1963,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,470,7761,2,3
713,100,713,1964,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,7761,2,3
713,100,713,1965,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,7761,2,3
713,100,713,1966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7761,2,3
713,100,713,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7761,2,3
713,100,713,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
713,100,713,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,7761,2,3
713,100,713,1970,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,1,2,7761,2,3
713,100,713,1971,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,0,7761,2,3
713,100,713,1972,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,7761,2,3
713,100,713,1973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7761,2,3
713,100,713,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7761,2,3
713,100,713,1975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7761,2,3
713,100,713,1976,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
713,100,713,1977,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7761,2,3
713,100,713,1978,0,2,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,7761,2,3
713,100,713,1979,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,1,0,0,7761,2,3
713,100,713,1980,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,1,0,7761,2,3
713,100,713,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,7761,2,3
713,100,713,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7761,2,3
740,100,740,1952,0,17,0,27,10,0,6,2,4,0,1,0,0,1,31,0,10,4,7761,2,3
740,100,740,1953,0,7,1,1,0,0,1,2,3,1,0,0,0,1,10,0,0,0,7761,2,3
740,100,740,1954,0,5,1,2,1,0,5,1,4,0,1,0,0,1,11,0,1,16,7761,2,3
740,100,740,1955,0,10,0,2,0,0,0,2,4,0,1,0,0,1,5,0,2,0,7761,2,3
740,100,740,1956,0,1,1,10,2,0,0,0,1,0,1,0,0,1,2,0,1,0,7761,2,3
740,100,740,1957,0,4,1,1,0,0,1,0,1,0,1,0,0,2,7,0,0,0,7761,2,3
740,100,740,1958,0,0,0,2,1,0,3,1,2,0,0,0,0,1,4,0,2,0,7761,2,3
740,100,740,1959,0,3,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,7761,2,3
740,100,740,1960,0,71,1,30,2,1,2,1,2,0,1,0,0,1,19,0,0,2,7761,2,3
740,100,740,1961,0,9,0,9,1,0,0,0,0,0,1,0,0,0,8,0,1,0,7761,2,3
740,100,740,1962,0,11,0,10,0,0,0,0,2,0,1,0,0,1,0,0,0,0,7761,2,3
740,100,740,1963,0,3,0,2,0,0,0,2,2,0,0,0,0,1,2,0,0,0,7761,2,3
740,100,740,1964,0,2,0,0,0,0,0,2,2,0,1,0,0,0,5,0,0,0,7761,2,3
740,100,740,1965,0,2,0,0,0,0,0,1,3,0,0,0,0,1,1,0,1,0,7761,2,3
740,100,740,1966,0,4,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7761,2,3
740,100,740,1967,0,2,0,12,2,0,0,2,1,0,0,0,0,1,3,0,0,0,7761,2,3
740,100,740,1968,0,11,1,16,2,0,1,1,3,0,0,0,0,1,14,0,0,0,7761,2,3
740,100,740,1969,0,11,0,9,4,0,5,0,0,0,0,0,0,1,19,0,0,0,7761,2,3
740,100,740,1970,0,7,0,4,1,0,1,1,0,0,0,0,0,0,4,0,1,0,7761,2,3
740,100,740,1971,0,5,0,4,2,0,1,0,2,0,0,0,0,1,1,0,0,1,7761,2,3
