"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd"
"7569",1993,395,570,2,1,2,1,2,3,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1993",6955,-0.436226141950635,0.205735224799778
"7570",1994,395,570,2,0,1,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1994",6956,-0.464011646756386,0.217733324179967
"7571",1995,395,570,2,1,1,0,2,2,NA,2,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1995",6957,-0.0499146497253066,0.303581672345632
"7572",1996,395,570,2,2,2,1,2,1,NA,1,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1996",6958,0.537239318402673,0.273102924141323
"7573",1997,395,570,2,2,2,1,2,2,NA,2,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1997",6959,0.565949030611424,0.236845628122589
"7574",1998,NA,570,NA,NA,NA,NA,3,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1998",6960,0.565449546602827,0.241546062445118
"7575",1999,395,570,2,2,2,2,2,2,NA,2,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1999",6961,0.738081774890873,0.231549024788626
"7576",2000,395,570,2,1,2,1,2,1,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2000",6962,0.808609627934265,0.223454950108459
"7577",2001,395,570,2,1,2,1,2,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2001",6963,0.79124573875568,0.227989797454078
"7578",2002,395,570,2,2,2,1,NA,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2002",6964,0.840402223872891,0.235797525628722
"7579",2003,395,570,2,1,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2003",6965,0.861078300112452,0.238779703666607
"7580",2004,395,570,2,2,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2004",6966,0.890953208061216,0.243329136275999
"7581",2005,395,570,2,1,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2005",6967,0.819375980342871,0.247015886797793
"7582",2006,395,570,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2006",6968,0.755913821168271,0.235195331235991
"7583",2007,395,570,2,1,2,1,NA,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2007",6969,0.663020203652538,0.234243286978399
"7584",2008,395,570,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2008",6970,0.731443104624184,0.240577354680748
"7585",2009,395,570,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2009",6971,0.77781989669291,0.239696003825935
"7586",2010,395,570,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2010",6972,0.813592877522089,0.243477691794713
"7587",2011,395,570,2,2,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2011",6973,0.862482565776033,0.252757339269441
"7588",2012,NA,570,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2012",6974,0.791421231508832,0.271167869408232
"7589",2013,NA,570,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2013",6975,0.703827759586527,0.279059508566969
"7590",2014,NA,570,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2014",6976,0.55847902440356,0.283767353398334
"7591",2015,NA,570,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2015",6977,0.219917037911046,0.25349498740693
"7592",2016,NA,570,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2016",6978,0.160672467735381,0.257154762573581
"7593",2017,NA,570,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-2017",6979,0.222554100100527,0.279819494835107
"7594",1958,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1958",6980,0.924290762728326,0.710861953447005
"7595",1959,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1959",6981,0.989062524975886,0.71306607236774
"7596",1960,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1960",6982,1.0587735832295,0.712616448435755
"7597",1961,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1961",6983,1.12238839308729,0.716585703568599
"7598",1962,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1962",6984,1.18619180173414,0.71100921338211
"7599",1963,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1963",6985,1.25137838855787,0.703567695537681
"7600",1964,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1964",6986,1.31811760710913,0.690703387270892
"7601",1965,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1965",6987,1.38024924116746,0.682837238968797
"7602",1966,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"571-1966",6988,1.440614512034,0.665281430120282
"7603",1967,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1967",6989,1.53714509349836,0.659621794671103
"7604",1968,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1968",6990,1.59811751410251,0.630436592784807
"7605",1969,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1969",6991,1.64402449695015,0.613822495058849
"7606",1970,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1970",6992,1.67540592051615,0.602942112853599
"7607",1971,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1971",6993,1.67255317228827,0.580924434216673
"7608",1972,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1972",6994,1.66923738389858,0.566130041191498
"7609",1973,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1973",6995,1.64201387717334,0.54733420367253
"7610",1974,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1974",6996,1.60111153581872,0.543975634272967
"7611",1975,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1975",6997,1.53397468367392,0.527259060981915
"7612",1976,NA,571,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1976",6998,1.45879500495356,0.489382149905622
"7613",1977,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"571-1977",6999,1.53210385582274,0.472631777066542
"7614",1978,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1978",7000,1.61810338578048,0.451034963987332
"7615",1979,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1979",7001,1.686150992538,0.421220899082492
"7616",1980,NA,571,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1980",7002,1.74889881960765,0.390449081627129
"7617",1981,167,571,2,2,2,2,1,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1981",7003,1.73201161329353,0.376036354639947
"7618",1982,167,571,2,2,2,2,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"571-1982",7004,1.62596988491669,0.371001002656798
"7619",1983,167,571,2,1,2,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1983",7005,1.45027282282358,0.34077513931441
"7620",1984,167,571,2,2,2,1,1,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1984",7006,1.4942001870771,0.329597663246387
"7621",1985,167,571,2,2,2,2,NA,1,NA,1,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1985",7007,1.50083644078893,0.325873212630265
"7622",1986,167,571,2,2,2,2,1,1,NA,1,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1986",7008,1.43770278498617,0.314279717258712
"7623",1987,167,571,2,2,2,1,NA,1,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"571-1987",7009,1.19520514860744,0.285394214475895
"7624",1988,167,571,2,2,2,1,NA,1,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"571-1988",7010,1.05609010445609,0.268771069494366
"7625",1989,167,571,2,2,2,1,NA,1,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1989",7011,1.02304022404675,0.258717927477184
"7626",1990,167,571,2,2,2,1,NA,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1990",7012,1.02657496858051,0.254990859304052
"7627",1991,167,571,2,2,2,1,NA,1,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1991",7013,1.02015518910478,0.250875025099484
"7628",1992,167,571,2,2,2,1,2,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1992",7014,0.955346800248226,0.230993844353822
"7629",1993,167,571,2,1,2,1,NA,1,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1993",7015,0.950516878714152,0.246444067146764
"7630",1994,167,571,2,2,2,1,NA,1,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1994",7016,1.0719331451837,0.248124440549356
"7631",1995,167,571,2,1,2,1,1,1,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1995",7017,1.18899779888114,0.241702963675722
"7632",1996,167,571,2,2,2,1,1,1,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1996",7018,1.29402642925885,0.254731822662168
"7633",1997,167,571,2,2,2,1,NA,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1997",7019,1.3292937214589,0.2535725272907
"7634",1998,167,571,2,1,2,1,NA,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1998",7020,1.33426298818059,0.24773011024063
"7635",1999,167,571,2,2,2,1,NA,1,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-1999",7021,1.42065625908721,0.255756885529979
"7636",2000,167,571,2,2,2,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2000",7022,1.43857570490827,0.264757714060261
"7637",2001,167,571,2,2,2,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2001",7023,1.42295428094677,0.264798588446611
"7638",2002,167,571,2,2,2,1,NA,2,NA,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2002",7024,1.33379565152104,0.262312316282751
"7639",2003,167,571,2,2,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2003",7025,1.28660512955319,0.250090232781157
"7640",2004,167,571,2,2,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2004",7026,1.25739701659573,0.24928463005242
"7641",2005,167,571,2,2,2,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2005",7027,1.20399772771366,0.247336326064036
"7642",2006,167,571,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2006",7028,1.14322078037652,0.243442906011664
"7643",2007,167,571,2,2,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2007",7029,1.18816521688562,0.239094550031497
"7644",2008,167,571,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2008",7030,1.1885403262903,0.251635393412187
"7645",2009,167,571,2,1,2,1,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2009",7031,1.26823706343337,0.262012611324211
"7646",2010,167,571,2,2,2,1,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2010",7032,1.55960740502472,0.273179376083706
"7647",2011,167,571,2,1,2,2,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2011",7033,1.6240743454831,0.268877806460275
"7648",2012,NA,571,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2012",7034,1.58446448482973,0.274556694774708
"7649",2013,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2013",7035,1.65322233787211,0.282040507118625
"7650",2014,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2014",7036,1.63393672109705,0.281117903330322
"7651",2015,NA,571,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2015",7037,1.52810302261767,0.284409107549852
"7652",2016,NA,571,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2016",7038,1.31530708926272,0.283791236751702
"7653",2017,NA,571,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"571-2017",7039,1.21467958495303,0.30776241584328
"7654",1968,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1968",7040,0.665107436378809,0.563015078459568
"7655",1969,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1969",7041,0.682629076414207,0.546756478911932
"7656",1970,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1970",7042,0.673303017240616,0.52677891735273
"7657",1971,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1971",7043,0.639500113919992,0.518113522920761
"7658",1972,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1972",7044,0.582493410609306,0.490619658765013
"7659",1973,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"572-1973",7045,0.494758260121336,0.458332002789876
"7660",1974,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1974",7046,0.424198489509269,0.415355198576061
"7661",1975,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"572-1975",7047,0.306639717356322,0.352169243309692
"7662",1976,NA,572,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1976",7048,0.229023467640794,0.275489442690231
"7663",1977,NA,572,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1977",7049,0.184339573715072,0.2482987750711
"7664",1978,NA,572,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1978",7050,0.260626616449144,0.236570707063407
"7665",1979,NA,572,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1979",7051,0.236083131231656,0.233148855656583
"7666",1980,NA,572,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1980",7052,0.312028044106049,0.237057850411367
"7667",1981,605,572,2,2,1,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"572-1981",7053,0.267727082021595,0.230293924569953
"7668",1982,605,572,1,2,0,2,2,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"572-1982",7054,0.166833810489678,0.233902373060142
"7669",1983,605,572,2,1,1,2,2,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"572-1983",7055,-0.0168566999074196,0.220964451849088
"7670",1984,605,572,2,2,0,1,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"572-1984",7056,-0.123049655775124,0.221418580836379
"7671",1985,605,572,2,2,1,1,2,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"572-1985",7057,-0.0770201508619445,0.219062626025952
"7672",1986,605,572,1,1,2,1,2,1,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"572-1986",7058,-0.0695750810507332,0.21120416949507
"7673",1987,605,572,1,1,1,0,2,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"572-1987",7059,-0.147969782536355,0.217685912190637
"7674",1988,605,572,2,1,1,1,1,2,NA,2,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"572-1988",7060,-0.0650144274167423,0.214414035680017
"7675",1989,605,572,2,1,1,1,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1989",7061,-0.0477402283081204,0.213526691688952
"7676",1990,605,572,2,2,1,0,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1990",7062,0.0284770474859604,0.21342769713475
"7677",1991,605,572,2,2,2,1,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1991",7063,0.116161268903286,0.209127165059309
"7678",1992,605,572,2,2,1,1,1,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1992",7064,0.134296063541309,0.209805787847936
"7679",1993,605,572,2,2,1,0,3,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1993",7065,-0.0168075635562827,0.209843786310856
"7680",1994,605,572,2,2,2,1,3,2,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1994",7066,-0.0197796666687175,0.211066464327207
"7681",1995,605,572,2,2,1,0,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1995",7067,0.000821194793540548,0.21268712345105
"7682",1996,605,572,2,1,2,0,1,2,NA,4,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1996",7068,0.0296080345466813,0.213202642908307
"7683",1997,605,572,1,2,1,0,2,2,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1997",7069,0.0744727018774831,0.206518135240945
"7684",1998,605,572,2,2,2,0,2,2,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1998",7070,0.225816074439662,0.216550207139887
"7685",1999,605,572,2,2,1,1,2,2,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-1999",7071,0.352675175954698,0.217759106452385
"7686",2000,605,572,2,1,1,1,2,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2000",7072,0.431644768214106,0.218571432635086
"7687",2001,605,572,2,2,2,1,2,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2001",7073,0.59820791594878,0.23866189778342
"7688",2002,605,572,2,2,2,1,2,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2002",7074,0.68755312230142,0.244615330464175
"7689",2003,605,572,2,2,2,1,2,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2003",7075,0.70852531830508,0.24087217147946
"7690",2004,605,572,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2004",7076,0.56434299688004,0.239704947281045
"7691",2005,605,572,2,1,2,0,3,2,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2005",7077,0.31308257828003,0.235488632555844
"7692",2006,605,572,2,1,2,1,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2006",7078,0.119541957391833,0.228932484198018
"7693",2007,605,572,2,1,1,1,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2007",7079,-0.0502157211492304,0.219731451478743
"7694",2008,605,572,2,1,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2008",7080,-0.185272524650155,0.213199823162596
"7695",2009,605,572,2,1,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2009",7081,-0.251835610844072,0.213344131108181
"7696",2010,605,572,2,1,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2010",7082,-0.250889991206672,0.209420108528079
"7697",2011,605,572,1,1,1,0,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2011",7083,-0.19427351551635,0.227831426901402
"7698",2012,NA,572,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2012",7084,-0.143301531052296,0.243802411181823
"7699",2013,NA,572,NA,NA,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2013",7085,-0.0261757245581813,0.261770155214427
"7700",2014,NA,572,NA,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2014",7086,0.167664387578651,0.245143973829676
"7701",2015,NA,572,NA,NA,NA,NA,2,3,2,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2015",7087,0.313881575072298,0.2195014764684
"7702",2016,NA,572,NA,NA,NA,NA,2,3,2,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2016",7088,0.428054121655766,0.225418342583618
"7703",2017,NA,572,NA,NA,NA,NA,2,2,2,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"572-2017",7089,0.559096042680792,0.261645149192363
"7704",1946,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"580-1946",7127,0.6907017588253,0.734946546824207
"7705",1947,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"580-1947",7128,0.740070470625445,0.731681765047537
"7706",1948,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"580-1948",7129,0.78033781630579,0.741603322752158
"7707",1949,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1949",7130,0.846743072495156,0.733519276371929
"7708",1950,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1950",7131,0.880011207916017,0.740777142537531
"7709",1951,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1951",7132,0.925863993887102,0.757284613107051
"7710",1952,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1952",7133,0.981992962125687,0.761674479864285
"7711",1953,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1953",7134,1.02064951111083,0.771753312839116
"7712",1954,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1954",7135,1.05955238431273,0.769910815321256
"7713",1955,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"580-1955",7136,1.09174780563179,0.762056838549515
"7714",1956,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"580-1956",7137,1.12952886148293,0.742319408739355
"7715",1957,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"580-1957",7138,1.17416543439228,0.735884378524504
"7716",1958,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"580-1958",7139,1.20573760738188,0.734500043966352
"7717",1959,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"580-1959",7140,1.24087896081454,0.728377501602862
"7718",1960,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1960",7141,1.27347156449667,0.704597676409656
"7719",1961,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1961",7142,1.28027670429135,0.7005961155838
"7720",1962,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1962",7143,1.27379960188949,0.693071896529822
"7721",1963,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1963",7144,1.24552448446194,0.684026779190008
"7722",1964,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"580-1964",7145,1.19813139348894,0.666473061163323
"7723",1965,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1965",7146,1.16634021649146,0.64672079574314
"7724",1966,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1966",7147,1.12926968647303,0.635480903663442
"7725",1967,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"580-1967",7148,1.05795378000315,0.626872390214295
"7726",1968,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1968",7149,1.00883640124588,0.62282256307662
"7727",1969,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1969",7150,0.941058990914567,0.612400143136234
"7728",1970,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"580-1970",7151,0.833664036396567,0.598351486325505
"7729",1971,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"580-1971",7152,0.706410918954406,0.589629262520105
