"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd"
"7410",1972,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"560-1972",6757,-1.64956495149076,0.232835195684753
"7411",1973,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"560-1973",6758,-1.66062603352488,0.225233836091003
"7412",1974,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"560-1974",6759,-1.70530950529374,0.228484065366984
"7413",1975,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"560-1975",6760,-1.78549977735411,0.22843880860409
"7414",1976,NA,560,NA,NA,NA,NA,4,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"560-1976",6761,-1.93859897365617,0.221306219018824
"7415",1977,NA,560,NA,NA,NA,NA,4,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"560-1977",6762,-1.9590571365269,0.213910897500084
"7416",1978,NA,560,NA,NA,NA,NA,3,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"560-1978",6763,-1.93432142294163,0.207558018984776
"7417",1979,NA,560,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"560-1979",6764,-1.91670039217177,0.203008903465983
"7418",1980,NA,560,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"560-1980",6765,-1.87234290346638,0.204958657072656
"7419",1981,587,560,0,0,0,1,3,2,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"560-1981",6766,-1.84584457772642,0.208356419136005
"7420",1982,587,560,1,1,0,0,3,3,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"560-1982",6767,-1.87123376886372,0.202853364749291
"7421",1983,587,560,2,1,0,0,4,2,NA,NA,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"560-1983",6768,-1.86418510597149,0.206654603969381
"7422",1984,587,560,1,0,0,1,3,3,NA,NA,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"560-1984",6769,-1.96151086237804,0.210828564817831
"7423",1985,587,560,0,0,0,0,4,4,NA,3,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"560-1985",6770,-2.21245713026706,0.214196106768419
"7424",1986,587,560,0,0,0,0,5,5,NA,4,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"560-1986",6771,-2.39162370083184,0.20859087080849
"7425",1987,587,560,1,0,0,0,4,5,NA,4,NA,0,1,0,NA,NA,1,NA,NA,NA,NA,"560-1987",6772,-2.3856094139916,0.203944270956276
"7426",1988,587,560,0,0,0,0,4,5,NA,4,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,"560-1988",6773,-2.35960518377509,0.20434276851253
"7427",1989,587,560,1,1,0,1,4,4,NA,4,NA,0,NA,NA,NA,NA,1,57,57,388,1,"560-1989",6774,-2.2467408334976,0.218612723179411
"7428",1990,587,560,2,0,0,0,4,4,NA,3,NA,0,NA,NA,NA,NA,1,195,195,218,1,"560-1990",6775,-2.19816505274522,0.214810613322741
"7429",1991,587,560,2,0,0,0,5,4,NA,3,NA,0,NA,NA,NA,NA,1,49,49,62,1,"560-1991",6776,-2.20998377825888,0.211025263271397
"7430",1992,587,560,2,0,0,0,5,4,NA,3,NA,0,NA,NA,NA,NA,1,57,57,70,1,"560-1992",6777,-2.19512836086962,0.211776212207518
"7431",1993,587,560,0,0,0,1,5,5,NA,4,NA,0,NA,NA,NA,NA,1,67,67,94,1,"560-1993",6778,-2.19557065619704,0.224323252688179
"7432",1994,587,560,2,0,0,0,5,4,NA,4,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"560-1994",6779,-1.91702283949256,0.235448417755104
"7433",1995,587,560,2,1,2,0,4,4,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-1995",6780,-1.49479827040717,0.216933973459285
"7434",1996,587,560,2,0,2,1,4,4,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-1996",6781,-1.35766429735594,0.207546411226449
"7435",1997,587,560,1,0,2,0,4,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-1997",6782,-1.24298661408251,0.202794111165407
"7436",1998,587,560,2,0,2,0,4,4,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-1998",6783,-1.14703964734441,0.217154790251724
"7437",1999,587,560,2,0,2,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-1999",6784,-0.864694682851073,0.220117488867483
"7438",2000,587,560,0,1,2,1,4,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2000",6785,-0.698999596923999,0.223142018906587
"7439",2001,587,560,2,0,2,1,4,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2001",6786,-0.679423157836098,0.218998400328942
"7440",2002,587,560,2,1,2,0,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2002",6787,-0.601339832770624,0.219138720203714
"7441",2003,587,560,2,0,2,0,3,3,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2003",6788,-0.557015569382321,0.21645055876746
"7442",2004,587,560,2,0,2,1,3,3,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2004",6789,-0.516970100969006,0.217929128163161
"7443",2005,587,560,2,0,2,0,3,3,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2005",6790,-0.570291746306913,0.214657283839712
"7444",2006,587,560,2,0,2,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2006",6791,-0.657484701006528,0.218457319065407
"7445",2007,587,560,2,0,0,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2007",6792,-0.797333359529049,0.216424128186385
"7446",2008,587,560,2,0,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2008",6793,-0.755957701978183,0.20935911372064
"7447",2009,587,560,2,0,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2009",6794,-0.732461851245914,0.206371206276291
"7448",2010,587,560,2,0,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2010",6795,-0.717413518447816,0.204210921117171
"7449",2011,587,560,2,0,2,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2011",6796,-0.726485312422185,0.213017135284871
"7450",2012,NA,560,NA,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2012",6797,-0.818863869613245,0.228402755726961
"7451",2013,NA,560,NA,NA,NA,NA,NA,4,2,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2013",6798,-0.787389523864996,0.23073192391602
"7452",2014,NA,560,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2014",6799,-0.781815732718724,0.220336702001816
"7453",2015,NA,560,NA,NA,NA,NA,3,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2015",6800,-0.90036765959303,0.214763403968147
"7454",2016,NA,560,NA,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2016",6801,-1.00117538207008,0.22285892843895
"7455",2017,NA,560,NA,NA,NA,NA,4,4,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"560-2017",6802,-1.06134278882956,0.232214145334778
"7456",1952,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"565-1952",6803,0.191823853484394,0.624603802915443
"7457",1953,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"565-1953",6804,0.199974847295323,0.619528066807287
"7458",1954,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"565-1954",6805,0.194838227096884,0.607065301800195
"7459",1955,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"565-1955",6806,0.19245673447377,0.610474583535894
"7460",1956,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1956",6807,0.18434681377227,0.602824035128639
"7461",1957,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1957",6808,0.168303124934434,0.597016851466492
"7462",1958,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1958",6809,0.162274631654069,0.602189999307838
"7463",1959,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1959",6810,0.14555456228201,0.593737002217066
"7464",1960,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1960",6811,0.136826804281357,0.591299032613665
"7465",1961,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1961",6812,0.120576988323018,0.589960605312259
"7466",1962,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1962",6813,0.0958142018152054,0.579336395612727
"7467",1963,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1963",6814,0.050897642308148,0.574266023644424
"7468",1964,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1964",6815,0.0310487228722062,0.568995137435523
"7469",1965,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1965",6816,-0.0199088280857507,0.56565733696655
"7470",1966,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1966",6817,-0.0762128581521631,0.555897840509332
"7471",1967,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1967",6818,-0.11812609387806,0.53522248980559
"7472",1968,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1968",6819,-0.168572613188731,0.532264313234756
"7473",1969,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1969",6820,-0.237115513654168,0.517716822748566
"7474",1970,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1970",6821,-0.313893936730139,0.499928807759732
"7475",1971,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1971",6822,-0.397842176457037,0.482623708571669
"7476",1972,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1972",6823,-0.496164849509542,0.473163821357854
"7477",1973,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1973",6824,-0.614179336899265,0.459209203143521
"7478",1974,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1974",6825,-0.763652256911666,0.43483283487372
"7479",1975,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1975",6826,-0.968962278080331,0.390458752807063
"7480",1976,NA,565,NA,NA,NA,NA,4,4,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1976",6827,-1.26861686075535,0.258785172802771
"7481",1977,NA,565,NA,NA,NA,NA,4,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1977",6828,-1.23593143443445,0.246459168194846
"7482",1978,NA,565,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1978",6829,-1.16084015294751,0.244082112582575
"7483",1979,NA,565,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1979",6830,-1.17042681281694,0.234356921405731
"7484",1980,NA,565,NA,NA,NA,NA,4,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1980",6831,-1.22474276166523,0.223181739799509
"7485",1981,NA,565,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1981",6832,-1.16413879269989,0.229487390731633
"7486",1982,NA,565,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1982",6833,-1.17344238768046,0.233980487942021
"7487",1983,NA,565,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1983",6834,-1.23199296210132,0.234257413693153
"7488",1984,NA,565,NA,NA,NA,NA,4,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1984",6835,-1.40417687413966,0.227272557617739
"7489",1985,NA,565,NA,NA,NA,NA,4,4,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1985",6836,-1.56606727683069,0.208191874529049
"7490",1986,NA,565,NA,NA,NA,NA,4,5,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1986",6837,-1.63506831479512,0.211177696768853
"7491",1987,NA,565,NA,NA,NA,NA,4,5,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"565-1987",6838,-1.61083884996542,0.223894397718944
"7492",1988,NA,565,NA,NA,NA,NA,4,4,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"565-1988",6839,-1.5446949641049,0.233758499428465
"7493",1989,NA,565,NA,NA,NA,NA,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1989",6840,-1.20098844009063,0.320624430133481
"7494",1990,467,565,1,2,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1990",6841,-0.202322574532356,0.27779441649752
"7495",1991,467,565,2,2,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1991",6842,-0.0278170432090927,0.232546132915298
"7496",1992,467,565,2,1,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1992",6843,0.0555339629620478,0.221933339087323
"7497",1993,467,565,2,2,2,1,NA,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1993",6844,0.176505746071344,0.218780063367408
"7498",1994,467,565,2,2,2,1,NA,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1994",6845,0.24346646532137,0.228665970532224
"7499",1995,467,565,1,1,2,1,NA,2,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1995",6846,0.192970232184733,0.225966310602487
"7500",1996,467,565,2,2,2,1,NA,2,NA,2,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1996",6847,0.21149061585715,0.227197257207142
"7501",1997,467,565,1,2,2,1,NA,2,NA,2,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1997",6848,0.10647407368773,0.231198485942668
"7502",1998,467,565,2,2,1,1,NA,3,NA,2,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1998",6849,-0.116476663621431,0.235780825259853
"7503",1999,467,565,0,1,2,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-1999",6850,-0.327323823372202,0.218542678024594
"7504",2000,467,565,1,1,2,1,3,2,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2000",6851,-0.292195834359467,0.214255765789344
"7505",2001,467,565,1,1,2,1,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2001",6852,-0.335855857247703,0.2161629708206
"7506",2002,467,565,1,1,2,0,3,3,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2002",6853,-0.282537453531552,0.235701340351422
"7507",2003,467,565,2,1,2,1,2,3,NA,NA,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2003",6854,0.145115663969752,0.277889427998102
"7508",2004,467,565,2,1,2,1,2,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2004",6855,0.556080924004906,0.261491125020881
"7509",2005,467,565,2,1,2,1,2,2,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2005",6856,0.717049586152569,0.237405115120151
"7510",2006,467,565,2,1,2,0,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2006",6857,0.807759215527098,0.232776122967438
"7511",2007,467,565,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2007",6858,0.937479212337131,0.232599679386277
"7512",2008,467,565,2,2,1,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2008",6859,1.08165818608861,0.230045997286379
"7513",2009,467,565,2,2,2,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2009",6860,1.10702815075514,0.230072432963296
"7514",2010,467,565,2,2,1,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2010",6861,0.992221984115428,0.228701347166424
"7515",2011,467,565,2,1,0,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2011",6862,0.916391378826739,0.23259682152577
"7516",2012,NA,565,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2012",6863,0.965777234811744,0.244027318168481
"7517",2013,NA,565,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2013",6864,1.05183042715132,0.261436310550891
"7518",2014,NA,565,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2014",6865,1.17404518493024,0.261393098372094
"7519",2015,NA,565,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2015",6866,1.38580897071515,0.272448894735972
"7520",2016,NA,565,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2016",6867,1.51332237295076,0.273129090303776
"7521",2017,NA,565,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"565-2017",6868,1.54286350966462,0.304647616126711
"7522",1946,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"570-1946",6908,0.407969728843075,0.729072139640468
"7523",1947,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"570-1947",6909,0.437716182923862,0.7377700674493
"7524",1948,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"570-1948",6910,0.466403081695656,0.737672594351439
"7525",1949,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1949",6911,0.493468753217508,0.725409338289829
"7526",1950,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1950",6912,0.518610564212453,0.71473530880067
"7527",1951,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1951",6913,0.524454300353956,0.710034671473393
"7528",1952,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1952",6914,0.532010425955499,0.699361463503943
"7529",1953,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1953",6915,0.544199821380193,0.702407139000479
"7530",1954,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1954",6916,0.567501745973347,0.697110130837371
"7531",1955,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,"570-1955",6917,0.58040760426438,0.688656562313007
"7532",1956,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1956",6918,0.590299503964972,0.691983573763388
"7533",1957,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1957",6919,0.601432754805101,0.692872603268861
"7534",1958,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1958",6920,0.610115230846102,0.685101878547549
"7535",1959,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1959",6921,0.623103670991474,0.681157682012519
"7536",1960,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1960",6922,0.61680126857944,0.670301745618296
"7537",1961,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1961",6923,0.622634457780363,0.659106697382253
"7538",1962,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1962",6924,0.628120402723122,0.651549817591417
"7539",1963,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1963",6925,0.620780880591275,0.639659599532287
"7540",1964,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1964",6926,0.624349609744659,0.624749318477973
"7541",1965,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1965",6927,0.626015435618133,0.599136284115735
"7542",1966,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1966",6928,0.633321109882234,0.57330206229428
"7543",1967,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1967",6929,0.64358781358047,0.558663154427166
"7544",1968,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1968",6930,0.67485467274255,0.542605978553198
"7545",1969,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1969",6931,0.679407319089093,0.5434367087585
"7546",1970,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1970",6932,0.656494785094246,0.526966726764318
"7547",1971,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1971",6933,0.648756551287469,0.502546105242762
"7548",1972,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1972",6934,0.613738066796574,0.483898759029969
"7549",1973,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1973",6935,0.56238872265237,0.450145619446648
"7550",1974,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1974",6936,0.516045314240554,0.422439117784735
"7551",1975,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1975",6937,0.455330097317824,0.380212725058931
"7552",1976,NA,570,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1976",6938,0.401318705803881,0.298622128575852
"7553",1977,NA,570,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1977",6939,0.359111345378426,0.285054388992439
"7554",1978,NA,570,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1978",6940,0.234702252396749,0.287334719011321
"7555",1979,NA,570,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1979",6941,-0.122613854681778,0.267368456156546
"7556",1980,NA,570,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"570-1980",6942,-0.239724462322962,0.235542685504489
"7557",1981,395,570,2,2,1,2,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1981",6943,-0.363868898360646,0.227520601755601
"7558",1982,395,570,1,1,1,1,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"570-1982",6944,-0.523294783088438,0.213036631709608
"7559",1983,395,570,2,1,1,1,2,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1983",6945,-0.514434407927541,0.215076408475708
"7560",1984,395,570,2,1,1,0,2,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1984",6946,-0.579043823089819,0.206975512786994
"7561",1985,395,570,2,1,0,1,3,3,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1985",6947,-0.695889979013258,0.206840797021598
"7562",1986,395,570,1,1,1,1,3,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1986",6948,-0.615706850297413,0.215524644837185
"7563",1987,395,570,2,2,2,1,2,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"570-1987",6949,-0.409953388523482,0.215056500890782
"7564",1988,395,570,2,2,1,1,3,3,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"570-1988",6950,-0.511241651802627,0.20059152934297
"7565",1989,395,570,2,1,1,1,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1989",6951,-0.436155529905333,0.204336475767983
"7566",1990,395,570,2,1,1,0,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1990",6952,-0.432683360535971,0.203441975452418
"7567",1991,395,570,1,0,1,0,3,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1991",6953,-0.551086100046383,0.211885365621513
"7568",1992,395,570,2,1,2,0,NA,3,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"570-1992",6954,-0.510237262630674,0.21658846242503
