"CTRY","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","additive","latentmean","latentsd"
"Czech Republic",2007,239,316,2,2,2,1,7,0.648998746552914,0.252860407475751
"Czech Republic",2008,239,316,2,2,2,1,7,0.687070566880813,0.265901780466558
"Czech Republic",2009,239,316,2,2,2,1,7,0.739412045585911,0.287370890469044
"Czech Republic",2010,239,316,2,2,2,2,8,0.811382079419112,0.32385160444415
"Czechoslovakia",1981,242,315,2,1,0,0,3,-0.409342762839269,0.243766713121558
"Czechoslovakia",1982,242,315,2,2,0,1,5,-0.29046340493914,0.221836526528039
"Czechoslovakia",1983,242,315,2,2,0,1,5,-0.219361380295908,0.213501848596863
"Czechoslovakia",1984,242,315,2,1,0,2,5,-0.177075365135369,0.214838284223886
"Czechoslovakia",1985,242,315,2,2,1,1,6,-0.098309113345776,0.208735598522994
"Czechoslovakia",1986,242,315,2,1,1,1,5,-0.0683604401334419,0.209791324326249
"Czechoslovakia",1987,242,315,2,1,1,2,6,0.0447315879422949,0.2182040653168
"Czechoslovakia",1988,242,315,2,2,0,1,5,0.185325860858021,0.228838552109176
"Czechoslovakia",1989,242,315,2,2,1,1,6,0.370639683551454,0.238407297383478
"Czechoslovakia",1990,242,315,2,2,2,2,8,0.604274978788663,0.258941490601288
"Czechoslovakia",1991,242,315,2,2,2,2,8,0.745737470432085,0.286145295967985
"Czechoslovakia",1992,242,315,2,2,2,2,8,0.81545677465456,0.322362355862441
"Denmark",1981,245,390,2,2,2,2,8,1.88709039066154,0.467068600450242
"Denmark",1982,245,390,2,2,2,2,8,1.94549104059684,0.45245828925583
"Denmark",1983,245,390,2,2,2,2,8,1.99072248463249,0.445230159891146
"Denmark",1984,245,390,2,2,2,2,8,2.02772838966721,0.437745125930973
"Denmark",1985,245,390,2,2,2,2,8,2.05705775036014,0.433067432564748
"Denmark",1986,245,390,2,2,2,2,8,2.08084872939862,0.432024489024543
"Denmark",1987,245,390,2,2,2,2,8,2.10053023452801,0.429842980179378
"Denmark",1988,245,390,2,2,2,2,8,2.11252677261646,0.425473737424307
"Denmark",1989,245,390,2,2,2,2,8,2.11752492106864,0.42475317115223
"Denmark",1990,245,390,2,2,2,2,8,2.11710961338434,0.424789901864414
"Denmark",1991,245,390,2,2,2,2,8,2.10652704778085,0.420779246281455
"Denmark",1992,245,390,2,2,2,2,8,2.09490388314559,0.415900939491158
"Denmark",1993,245,390,2,2,2,2,8,2.07995051842006,0.41547672922924
"Denmark",1994,245,390,2,2,2,2,8,2.05367163130011,0.409540536239217
"Denmark",1995,245,390,2,2,2,2,8,2.02036731663734,0.405045545738322
"Denmark",1996,245,390,2,2,2,2,8,1.98016909345367,0.399290141948714
"Denmark",1997,245,390,2,2,2,2,8,1.93357504273204,0.39380252982847
"Denmark",1998,245,390,2,2,2,2,8,1.87727137464011,0.385726898314042
"Denmark",1999,245,390,2,2,2,2,8,1.81148465585373,0.377464897344555
"Denmark",2000,245,390,2,2,2,1,7,1.73378773079554,0.37128554420663
"Denmark",2001,245,390,2,2,2,2,8,1.73785031100482,0.36483441032487
"Denmark",2002,245,390,2,2,2,2,8,1.73228478763478,0.363175990842496
"Denmark",2003,245,390,2,2,2,2,8,1.71050257166431,0.360260218362196
"Denmark",2004,245,390,2,2,2,2,8,1.67751166598408,0.360838202177129
"Denmark",2005,245,390,2,2,2,2,8,1.63005445996034,0.361140586275193
"Denmark",2006,245,390,2,2,2,2,8,1.56623661051354,0.360959474595642
"Denmark",2007,245,390,2,2,0,2,6,1.48231559237888,0.365790095918211
"Denmark",2008,245,390,2,2,2,2,8,1.46329347042182,0.376895867106035
"Denmark",2009,245,390,2,2,2,1,7,1.41857238274781,0.389995078138081
"Denmark",2010,245,390,2,2,2,2,8,1.44178453332045,0.420241503534369
"Djibouti",2001,248,522,2,1,2,1,6,-0.272234180185984,0.240628660756942
"Djibouti",2003,248,522,2,1,1,0,4,-0.319973848251782,0.216260923329996
"Djibouti",2004,248,522,2,1,1,1,5,-0.263673423571579,0.20583234790705
"Djibouti",2005,248,522,2,1,1,1,5,-0.176978912390196,0.20519376301353
"Djibouti",2006,248,522,2,2,1,1,6,-0.036212331579922,0.20901721393766
"Djibouti",2007,248,522,2,2,1,1,6,0.0677816098614083,0.215264407908621
"Djibouti",2008,248,522,2,2,2,1,7,0.165224656357282,0.226689994421708
"Djibouti",2009,248,522,2,2,1,1,6,0.199531754712084,0.24336997204251
"Djibouti",2010,248,522,2,2,2,1,7,0.248740725077342,0.274529955221022
"Dominica",2001,251,54,2,2,2,1,7,0.423047825902696,0.280924612607757
"Dominica",2003,251,54,2,2,2,1,7,0.415268004570273,0.256259076652774
"Dominica",2004,251,54,2,2,2,1,7,0.386110387821461,0.24137023673603
"Dominica",2005,251,54,2,1,2,1,6,0.33174042238733,0.235492459820677
"Dominica",2006,251,54,2,2,2,1,7,0.366886521458204,0.233450201598281
"Dominica",2007,251,54,2,1,2,1,6,0.368684677372921,0.239161132897295
"Dominica",2008,251,54,2,2,2,1,7,0.469868288317047,0.250775476285962
"Dominica",2009,251,54,2,2,2,1,7,0.556497963219376,0.274279892880655
"Dominica",2010,251,54,2,2,2,2,8,0.640678177436077,0.309310647089064
"Dominican Republic",1981,254,42,2,2,1,2,7,0.266945750353798,0.270269698854073
"Dominican Republic",1982,254,42,2,1,2,1,6,0.220453001272398,0.241399090586149
"Dominican Republic",1983,254,42,2,2,2,1,7,0.246418487169599,0.231386757408091
"Dominican Republic",1984,254,42,2,2,1,1,6,0.221469723080083,0.224606928823703
"Dominican Republic",1985,254,42,2,2,2,1,7,0.216355000392033,0.221229254221587
"Dominican Republic",1986,254,42,2,1,2,1,6,0.159815047145388,0.218693887821831
"Dominican Republic",1987,254,42,2,2,1,1,6,0.163126377924634,0.219040986983541
"Dominican Republic",1988,254,42,2,2,2,2,8,0.176097701235504,0.217913332761877
"Dominican Republic",1989,254,42,2,2,2,1,7,0.0462127566832249,0.211800123180894
"Dominican Republic",1990,254,42,2,1,1,1,5,-0.170120802860365,0.201210581456388
"Dominican Republic",1991,254,42,2,1,1,1,5,-0.327911915505939,0.196804184793289
"Dominican Republic",1992,254,42,2,1,1,0,4,-0.47947110152919,0.197055142601138
"Dominican Republic",1993,254,42,2,1,1,1,5,-0.570530455661707,0.194923139650391
"Dominican Republic",1994,254,42,1,1,0,0,2,-0.725265172875087,0.196337939919779
"Dominican Republic",1995,254,42,2,1,0,1,4,-0.714884617653152,0.19869322909965
"Dominican Republic",1996,254,42,2,0,1,1,4,-0.751244372413035,0.200228754022716
"Dominican Republic",1997,254,42,2,0,1,1,4,-0.806647305607375,0.202117188321637
"Dominican Republic",1998,254,42,2,0,0,0,2,-0.896394633036825,0.20765862352546
"Dominican Republic",1999,254,42,2,0,2,0,4,-0.879240913706464,0.209506951710514
"Dominican Republic",2000,254,42,2,0,2,0,4,-0.861251192452968,0.21133371342931
"Dominican Republic",2001,254,42,2,0,2,0,4,-0.83408313473122,0.211638348406253
"Dominican Republic",2002,254,42,2,0,2,1,5,-0.7980790756041,0.214188596699467
"Dominican Republic",2003,254,42,2,0,2,0,4,-0.836693627942141,0.214682395547685
"Dominican Republic",2004,254,42,2,0,2,0,4,-0.865134241026316,0.213531370015386
"Dominican Republic",2005,254,42,2,0,2,0,4,-0.888482245204022,0.211771087759361
"Dominican Republic",2006,254,42,2,0,1,0,3,-0.909885612392553,0.21173637007827
"Dominican Republic",2007,254,42,2,0,2,0,4,-0.903235539253068,0.21540347462546
"Dominican Republic",2008,254,42,2,0,2,0,4,-0.895897357198103,0.220484242911185
"Dominican Republic",2009,254,42,2,0,2,0,4,-0.890011000167942,0.235180632092696
"Dominican Republic",2010,254,42,2,0,2,0,4,-0.886668753261485,0.264043885278989
"East Timor",2001,257,860,2,1,2,2,7,0.0624366175707382,0.262389295269791
"East Timor",2003,257,860,2,1,2,1,6,0.02939163598378,0.232437601402803
"East Timor",2004,257,860,2,2,2,1,7,0.02940486926303,0.221439527470577
"East Timor",2005,257,860,2,1,1,1,5,-0.062550440503636,0.212075019740891
"East Timor",2006,257,860,2,1,2,1,6,-0.0680266299977382,0.211940034459648
"East Timor",2007,257,860,2,1,2,0,5,-0.060761927872374,0.216884116666139
"East Timor",2008,257,860,2,2,2,1,7,0.0511547508927349,0.222006650547388
"East Timor",2009,257,860,2,1,2,1,6,0.0768483909917018,0.238466236316218
"East Timor",2010,257,860,2,2,2,1,7,0.146778061676253,0.272727148964475
"Ecuador",1981,260,130,2,1,2,0,5,-0.340302672649732,0.242106763194066
"Ecuador",1982,260,130,2,2,2,1,7,-0.310233005631463,0.218017292752756
"Ecuador",1983,260,130,1,1,2,1,5,-0.448801566941458,0.203158381530267
"Ecuador",1984,260,130,2,1,1,1,5,-0.551703046708234,0.19767719073909
"Ecuador",1985,260,130,1,1,1,0,3,-0.716138064619289,0.195565237111621
"Ecuador",1986,260,130,1,1,1,0,3,-0.782996083846839,0.195369096611463
"Ecuador",1987,260,130,1,1,1,0,3,-0.774964334583244,0.194704118680274
"Ecuador",1988,260,130,2,1,1,0,4,-0.68545587052313,0.195996345339274
"Ecuador",1989,260,130,2,2,2,0,6,-0.604893934912533,0.200964432006235
"Ecuador",1990,260,130,1,1,2,0,4,-0.670791177495306,0.199773955715881
"Ecuador",1991,260,130,2,1,2,0,5,-0.663988296230994,0.20127688212438
"Ecuador",1992,260,130,1,1,1,0,3,-0.71151887547976,0.19683110910035
"Ecuador",1993,260,130,1,1,2,0,4,-0.65974064785715,0.19879241496809
"Ecuador",1994,260,130,2,1,2,1,6,-0.537609655183714,0.200278859103301
"Ecuador",1995,260,130,2,2,0,1,5,-0.527202468174624,0.202369657852886
"Ecuador",1996,260,130,1,1,2,0,4,-0.618344249967346,0.201499136019628
"Ecuador",1997,260,130,1,1,2,0,4,-0.628775741237517,0.201287171307345
"Ecuador",1998,260,130,2,2,2,0,6,-0.563919148877773,0.203497925943702
"Ecuador",1999,260,130,1,1,1,0,3,-0.634349813123461,0.199488996983393
"Ecuador",2000,260,130,2,2,2,0,6,-0.576320768563262,0.202439390323601
"Ecuador",2001,260,130,1,1,2,0,4,-0.653397570521712,0.201960030089261
"Ecuador",2002,260,130,2,1,2,0,5,-0.659988008115923,0.199168302956288
"Ecuador",2003,260,130,1,1,1,0,3,-0.715806475120174,0.195761062141772
"Ecuador",2004,260,130,1,1,2,1,5,-0.678322494426958,0.196710852627315
"Ecuador",2005,260,130,2,1,1,0,4,-0.669732733659691,0.195302721837816
"Ecuador",2006,260,130,2,1,1,0,4,-0.663734144318263,0.197205771940801
"Ecuador",2007,260,130,2,1,1,0,4,-0.655099153107615,0.198842647631811
"Ecuador",2008,260,130,2,1,1,0,4,-0.644651920533627,0.203389116168516
"Ecuador",2009,260,130,2,1,1,0,4,-0.624513162439065,0.214765041427038
"Ecuador",2010,260,130,2,1,2,0,5,-0.595659114648441,0.24566732990331
"Egypt",1981,263,651,2,1,0,2,5,-0.379252267607516,0.252629356225052
"Egypt",1982,263,651,2,2,0,0,4,-0.400310198393638,0.224851012335903
"Egypt",1983,263,651,2,2,0,0,4,-0.401205648181335,0.212632496465054
"Egypt",1984,263,651,2,1,0,1,4,-0.378978146380274,0.206945819083968
"Egypt",1985,263,651,2,2,1,1,6,-0.301280421615593,0.202432413589575
"Egypt",1986,263,651,2,2,0,1,5,-0.326038603817698,0.203657013187471
"Egypt",1987,263,651,2,1,0,1,4,-0.407143592300722,0.202416952934348
"Egypt",1988,263,651,2,2,0,0,4,-0.443935344306314,0.202618494118108
"Egypt",1989,263,651,2,2,0,0,4,-0.468614700595757,0.204418296220482
"Egypt",1990,263,651,2,1,0,1,4,-0.486247402749153,0.201075875422955
"Egypt",1991,263,651,2,2,0,1,5,-0.477637669188846,0.203918254786586
"Egypt",1992,263,651,2,2,0,0,4,-0.5607339419582,0.204759703099643
"Egypt",1993,263,651,2,1,0,0,3,-0.662449916661682,0.204610540542559
"Egypt",1994,263,651,2,1,0,0,3,-0.692369855552664,0.200758350494833
"Egypt",1995,263,651,2,2,0,0,4,-0.668568005102007,0.204549085152762
"Egypt",1996,263,651,2,1,0,0,3,-0.688639288435046,0.200608444350111
"Egypt",1997,263,651,2,2,0,0,4,-0.647847985781632,0.205111020846864
"Egypt",1998,263,651,2,2,1,0,5,-0.645226194136629,0.205091218459729
"Egypt",1999,263,651,1,1,0,1,3,-0.746477739443656,0.200711117600716
"Egypt",2000,263,651,2,2,0,0,4,-0.78568000202802,0.202364703286532
"Egypt",2001,263,651,2,1,0,0,3,-0.895932398022653,0.199549984136814
"Egypt",2002,263,651,1,1,0,0,2,-1.01391749387228,0.197907624384283
"Egypt",2003,263,651,1,1,0,0,2,-1.06219768822739,0.196754750994432
"Egypt",2004,263,651,1,1,0,0,2,-1.0613148483049,0.199503025813983
"Egypt",2005,263,651,2,1,0,0,3,-1.00761113774331,0.202581534724758
"Egypt",2006,263,651,2,1,0,0,3,-0.990541671441128,0.202812202514763
"Egypt",2007,263,651,2,1,0,0,3,-1.0071821245332,0.20349394470097
"Egypt",2008,263,651,1,1,0,0,2,-1.06532308409379,0.206264097879601
"Egypt",2009,263,651,1,1,0,0,2,-1.07000937440374,0.216800322568983
"Egypt",2010,263,651,2,1,0,0,3,-1.02813628717581,0.245290346720413
"El Salvador",1981,266,92,0,0,0,0,0,-1.99919916242394,0.309644513474049
"El Salvador",1982,266,92,0,0,0,0,0,-2.01787860291774,0.286784679118471
"El Salvador",1983,266,92,0,0,0,0,0,-1.98556265157307,0.271171662436073
"El Salvador",1984,266,92,0,0,0,0,0,-1.89514639965063,0.256216982664298
"El Salvador",1985,266,92,1,0,0,0,1,-1.74218152446323,0.240347339663639
"El Salvador",1986,266,92,0,0,0,1,1,-1.60951879899139,0.231713492925305
"El Salvador",1987,266,92,1,1,0,1,3,-1.45972645155366,0.220420752072193
"El Salvador",1988,266,92,1,0,0,0,1,-1.48152294649056,0.220615042529851
"El Salvador",1989,266,92,0,0,0,0,0,-1.46126586982586,0.223950497611348
"El Salvador",1990,266,92,0,1,0,0,1,-1.2980847079218,0.219799920581186
"El Salvador",1991,266,92,0,1,0,0,1,-1.0760385340242,0.212439453272201
"El Salvador",1992,266,92,2,1,1,1,5,-0.742364235670314,0.203101779837268
"El Salvador",1993,266,92,1,1,2,1,5,-0.531006797561288,0.201303362925389
"El Salvador",1994,266,92,2,1,2,1,6,-0.310484390646834,0.201336764639127
"El Salvador",1995,266,92,2,2,2,2,8,-0.133958505517731,0.208282255112955
"El Salvador",1996,266,92,1,1,2,1,5,-0.157562490918124,0.205768064276698
"El Salvador",1997,266,92,2,2,2,1,7,-0.0685330875876385,0.208996847258516
"El Salvador",1998,266,92,2,2,2,0,6,-0.0932181941614417,0.209130209351706
"El Salvador",1999,266,92,2,1,2,0,5,-0.14096316430919,0.209779311924053
"El Salvador",2000,266,92,2,2,2,0,6,-0.10165844739485,0.210290358736119
"El Salvador",2001,266,92,2,2,2,1,7,-0.0890634508852501,0.208218122281544
"El Salvador",2002,266,92,2,1,2,1,6,-0.188571577056784,0.204594746370567
"El Salvador",2003,266,92,2,1,2,0,5,-0.303923488763033,0.202572724559181
"El Salvador",2004,266,92,2,1,2,0,5,-0.370538976245888,0.200495731174627
"El Salvador",2005,266,92,2,1,1,1,5,-0.409220339681364,0.199100383189256
"El Salvador",2006,266,92,2,1,2,0,5,-0.46091450631049,0.198547221210639
"El Salvador",2007,266,92,2,1,1,0,4,-0.504840139430515,0.199426623649904
"El Salvador",2008,266,92,2,1,2,0,5,-0.496854858551546,0.204607561125471
"El Salvador",2009,266,92,2,1,2,0,5,-0.491068785056544,0.217466809119831
"El Salvador",2010,266,92,2,1,2,0,5,-0.490013501796273,0.247177534969514
"Equatorial Guinea",2001,269,411,2,1,0,0,3,-0.79872454091435,0.232347917201228
"Equatorial Guinea",2003,269,411,2,1,0,1,4,-0.804906394014141,0.208100543228827
"Equatorial Guinea",2004,269,411,2,1,0,0,3,-0.882921513460844,0.202636530178611
"Equatorial Guinea",2005,269,411,1,1,0,0,2,-0.961387067170377,0.198241053315663
"Equatorial Guinea",2006,269,411,2,1,0,0,3,-0.954321460729267,0.200721644692578
"Equatorial Guinea",2007,269,411,2,1,0,0,3,-0.969394232343834,0.202604216340631
"Equatorial Guinea",2008,269,411,1,1,0,0,2,-1.01083622425095,0.204476062695541
"Equatorial Guinea",2009,269,411,2,1,0,0,3,-0.982115676299462,0.213995873049929
"Equatorial Guinea",2010,269,411,1,1,1,0,3,-0.986446734696531,0.237695994781379
"Eritrea",1993,272,531,1,2,0,2,5,-0.151898698953063,0.272301421057407
"Eritrea",1994,272,531,2,2,0,2,6,-0.124633718244419,0.244670442687553
"Eritrea",1995,272,531,2,2,0,2,6,-0.177344378647881,0.231374237079638
"Eritrea",1996,272,531,1,1,0,2,4,-0.319168671144613,0.21996484261697
"Eritrea",1997,272,531,2,1,0,2,5,-0.336333658271341,0.215588710315026
"Eritrea",1998,272,531,2,1,1,2,6,-0.3523749490392,0.209733879123756
"Eritrea",1999,272,531,1,1,0,2,4,-0.422099630922853,0.20773001920177
"Eritrea",2000,272,531,2,2,1,1,6,-0.388563384899185,0.204341049216827
"Eritrea",2001,272,531,1,2,0,1,4,-0.482472409639745,0.204372881133036
"Eritrea",2002,272,531,2,2,0,1,5,-0.554811451165327,0.204766032960043
"Eritrea",2003,272,531,1,2,0,0,3,-0.730852096029023,0.204671388208511
"Eritrea",2004,272,531,2,2,0,0,4,-0.849917672418561,0.210398069952065
"Eritrea",2005,272,531,2,0,0,0,2,-1.0525446620236,0.209639159413611
"Eritrea",2006,272,531,1,1,0,0,2,-1.19011154689807,0.207458175248609
"Eritrea",2007,272,531,1,1,0,0,2,-1.32017745881593,0.215594742339374
"Eritrea",2008,272,531,0,0,0,0,0,-1.4830914952801,0.228834740232074
"Eritrea",2009,272,531,1,1,0,0,2,-1.50745447774742,0.243909600492386
"Eritrea",2010,272,531,0,0,0,0,0,-1.61961429830169,0.27878553221349
"Estonia",1992,275,366,2,2,2,2,8,0.754921606487925,0.303081393714341
"Estonia",1993,275,366,2,2,2,1,7,0.711388194791165,0.273724017590483
"Estonia",1994,275,366,2,2,2,1,7,0.679151622739735,0.259103688957248
"Estonia",1995,275,366,2,2,2,1,7,0.661041880322504,0.254836882602129
"Estonia",1996,275,366,2,2,2,1,7,0.653016281389229,0.24857432108084
"Estonia",1997,275,366,2,2,2,1,7,0.65414828912261,0.246886999993957
"Estonia",1998,275,366,2,2,2,1,7,0.66642657917301,0.247076987546541
"Estonia",1999,275,366,2,2,2,1,7,0.688035394881063,0.246152584333667
"Estonia",2000,275,366,2,2,2,2,8,0.721907972220739,0.246248755455405
"Estonia",2001,275,366,2,2,2,1,7,0.681680224293985,0.245389707730927
"Estonia",2002,275,366,2,2,2,1,7,0.651650325468829,0.244147620364354
"Estonia",2003,275,366,2,2,2,1,7,0.634634845147013,0.243240509769616
"Estonia",2004,275,366,2,2,2,1,7,0.617403028037869,0.241463077976999
"Estonia",2005,275,366,2,2,2,1,7,0.606476107640429,0.243546513555305
"Estonia",2006,275,366,2,2,2,1,7,0.601097709522073,0.24420442910293
"Estonia",2007,275,366,2,2,2,1,7,0.597872484177556,0.247838735003902
"Estonia",2008,275,366,2,2,2,1,7,0.593723051106538,0.257612557533948
"Estonia",2009,275,366,2,2,2,1,7,0.590864619721475,0.274123390959693
"Estonia",2010,275,366,2,2,2,1,7,0.592746009822947,0.306989543456093
"Ethiopia",1981,278,530,0,0,0,0,0,-1.83722944606749,0.288414478765693
"Ethiopia",1982,278,530,0,0,0,0,0,-1.82828145339644,0.262006513370871
"Ethiopia",1983,278,530,0,0,0,0,0,-1.74391662424669,0.24416278804675
"Ethiopia",1984,278,530,1,0,0,1,2,-1.56901105935271,0.226068945954045
"Ethiopia",1985,278,530,1,1,1,0,3,-1.47180024302162,0.219293414717329
"Ethiopia",1986,278,530,1,0,0,0,1,-1.53405675987688,0.220449048718421
"Ethiopia",1987,278,530,1,0,0,0,1,-1.56325362492835,0.22116186997052
"Ethiopia",1988,278,530,1,0,0,0,1,-1.5704498595779,0.22097806536209
"Ethiopia",1989,278,530,1,0,0,0,1,-1.55808051463119,0.220037608805352
"Ethiopia",1990,278,530,0,0,0,0,0,-1.5234020696692,0.223629465562989
"Ethiopia",1992,278,530,2,0,0,1,3,-1.35456736275979,0.218575077846942
"Ethiopia",1993,278,530,1,1,1,1,4,-1.29457719991442,0.212125651749756
"Ethiopia",1994,278,530,0,0,0,0,0,-1.43538886731981,0.21942419764971
"Ethiopia",1995,278,530,0,0,0,0,0,-1.42376913205058,0.221859744966436
"Ethiopia",1996,278,530,0,1,0,0,1,-1.26089507636345,0.220009104925149
"Ethiopia",1997,278,530,2,2,0,0,4,-1.03161730271513,0.216726429036641
"Ethiopia",1998,278,530,2,2,0,1,5,-0.926163161900131,0.210488835522206
"Ethiopia",1999,278,530,1,1,1,0,3,-1.01673869627544,0.203369259586086
"Ethiopia",2000,278,530,1,0,0,1,2,-1.11786987930091,0.206223176574352
"Ethiopia",2001,278,530,2,1,0,0,3,-1.16443084974695,0.212300843968818
"Ethiopia",2002,278,530,2,0,0,0,2,-1.29280142519294,0.216849779382702
"Ethiopia",2003,278,530,0,1,0,0,1,-1.41738102301476,0.221750653117321
"Ethiopia",2004,278,530,1,0,0,0,1,-1.5114879843551,0.221994696473874
"Ethiopia",2005,278,530,0,0,0,0,0,-1.56650424333889,0.226939071723551
"Ethiopia",2006,278,530,0,1,0,0,1,-1.50601554433923,0.225304380866019
"Ethiopia",2007,278,530,1,0,0,0,1,-1.4376803457382,0.217885251568433
"Ethiopia",2008,278,530,1,1,0,0,2,-1.31016652081161,0.215988778280866
"Ethiopia",2009,278,530,2,1,0,0,3,-1.21309838377849,0.224055827620053
"Ethiopia",2010,278,530,1,1,0,0,2,-1.21148170687427,0.246917222945264
"Fiji",1981,281,950,2,2,2,2,8,1.08810110354053,0.328936249497518
"Fiji",1982,281,950,2,2,2,2,8,1.08405449091535,0.30498977815676
"Fiji",1983,281,950,2,2,2,2,8,1.03168978160929,0.285446824834021
"Fiji",1984,281,950,2,2,2,2,8,0.931207397496678,0.271695936508805
"Fiji",1985,281,950,2,2,2,2,8,0.777681346406043,0.256388463016021
"Fiji",1986,281,950,2,2,2,2,8,0.554942237666991,0.245410058143638
"Fiji",1987,281,950,1,1,1,0,3,0.235282627248327,0.235085190681046
"Fiji",1988,281,950,2,2,1,1,6,0.265506687089951,0.22910214976931
"Fiji",1989,281,950,2,2,1,1,6,0.320437734452341,0.227356881128378
"Fiji",1990,281,950,1,2,2,1,6,0.415112831410505,0.233909092336197
"Fiji",1991,281,950,2,2,2,2,8,0.610600683733244,0.241150549618337
"Fiji",1992,281,950,2,2,2,2,8,0.718304089501619,0.246158314659524
"Fiji",1993,281,950,2,2,2,1,7,0.749868881402328,0.248616320375779
"Fiji",1994,281,950,2,2,2,2,8,0.799392316232737,0.251057953996703
"Fiji",1995,281,950,2,2,2,2,8,0.785426057777942,0.249415343882417
"Fiji",1996,281,950,2,2,2,1,7,0.69617039626322,0.244724938676836
"Fiji",1997,281,950,2,2,2,1,7,0.620008365804225,0.241700844350031
"Fiji",1998,281,950,2,2,2,1,7,0.552935041799565,0.238460853935166
"Fiji",1999,281,950,2,2,2,1,7,0.48147254603854,0.233768530017572
"Fiji",2000,281,950,2,1,2,2,7,0.395380564047728,0.233411308587818
"Fiji",2001,281,950,2,1,2,1,6,0.324834587846186,0.228888112000736
"Fiji",2002,281,950,2,2,2,1,7,0.342104449321575,0.227406746360194
"Fiji",2003,281,950,2,2,2,1,7,0.324940541834746,0.223917335792739
"Fiji",2004,281,950,2,2,2,1,7,0.271226974010855,0.222708722787454
"Fiji",2005,281,950,2,2,2,1,7,0.171598955393475,0.219491875176815
"Fiji",2006,281,950,2,2,1,0,5,0.0125209429242594,0.215098736094281
"Fiji",2007,281,950,2,1,1,1,5,-0.0805543676711294,0.210904451244378
"Fiji",2008,281,950,2,1,1,1,5,-0.0956789373888285,0.211481763057168
"Fiji",2009,281,950,2,2,1,1,6,-0.0361486749569201,0.22475169485656
"Fiji",2010,281,950,2,2,1,1,6,-0.00897560403656137,0.254962211951735
"Finland",1981,284,375,2,2,2,2,8,1.64990864356098,0.414240430020899
"Finland",1982,284,375,2,2,2,2,8,1.69636604509755,0.398258566990249
"Finland",1983,284,375,2,2,2,2,8,1.72490736876614,0.386075562623409
"Finland",1984,284,375,2,2,2,2,8,1.73765129496833,0.379573000132299
"Finland",1985,284,375,2,2,2,2,8,1.73976231343902,0.372380578955725
"Finland",1986,284,375,2,2,2,2,8,1.72813813924333,0.367341259114404
"Finland",1987,284,375,2,2,2,1,7,1.70152949804521,0.363930376232843
"Finland",1988,284,375,2,2,2,2,8,1.7606231332182,0.363826242492111
"Finland",1989,284,375,2,2,2,2,8,1.80815942968812,0.366801921554114
"Finland",1990,284,375,2,2,2,2,8,1.84136475455572,0.369415333032007
"Finland",1991,284,375,2,2,2,2,8,1.86216922055726,0.370088967851673
"Finland",1992,284,375,2,2,2,2,8,1.87659425279682,0.369977775251039
"Finland",1993,284,375,2,2,2,2,8,1.88147100083398,0.371288256544133
"Finland",1994,284,375,2,2,2,2,8,1.87364924577035,0.371815446748961
"Finland",1995,284,375,2,2,2,2,8,1.85782076765861,0.368282774602982
"Finland",1996,284,375,2,2,2,2,8,1.82995127744946,0.36451823368625
"Finland",1997,284,375,2,2,2,2,8,1.79461760719381,0.357639546725152
"Finland",1998,284,375,2,2,2,2,8,1.7473860193898,0.350503031131764
"Finland",1999,284,375,2,2,2,2,8,1.68477401901681,0.343218466488549
"Finland",2000,284,375,2,2,2,2,8,1.60980325743775,0.333686348747643
"Finland",2001,284,375,2,2,2,2,8,1.51848560514411,0.322562728407358
"Finland",2002,284,375,2,2,2,2,8,1.40922367064776,0.30950481044253
"Finland",2003,284,375,2,2,1,2,7,1.27260640650525,0.297643870532549
"Finland",2004,284,375,2,2,2,2,8,1.18575371886277,0.288162855952652
"Finland",2005,284,375,2,2,1,2,7,1.06287326094822,0.280590537962714
"Finland",2006,284,375,2,2,1,2,7,0.972353988574994,0.277227781191778
"Finland",2007,284,375,2,2,1,2,7,0.908689060728032,0.28252960305209
"Finland",2008,284,375,2,2,1,2,7,0.868408345431174,0.287906990670146
"Finland",2009,284,375,2,2,1,2,7,0.845268082639122,0.30331101079986
"Finland",2010,284,375,2,2,1,2,7,0.834788880957529,0.335664498749916
"France",1981,287,220,2,2,2,2,8,0.678631698775455,0.303387680492545
"France",1982,287,220,2,2,1,2,7,0.623824433880228,0.27300950779828
"France",1983,287,220,2,2,1,2,7,0.557741524381484,0.255146710978934
"France",1984,287,220,2,2,1,2,7,0.473620973791861,0.243892971294208
"France",1985,287,220,2,1,1,2,6,0.364363102123839,0.236249400274667
"France",1986,287,220,2,2,1,2,7,0.335117589909651,0.233373558670214
"France",1987,287,220,2,2,0,2,6,0.260363494352061,0.231667618667122
"France",1988,287,220,2,1,1,1,5,0.159985042047511,0.2223476107827
"France",1989,287,220,2,2,0,1,5,0.195672986982268,0.227772816606763
"France",1990,287,220,2,2,0,1,5,0.276496168428818,0.232189527815939
"France",1991,287,220,2,2,2,1,7,0.414727505088024,0.23430383429489
"France",1992,287,220,2,2,2,2,8,0.530542747228755,0.240315229403767
"France",1993,287,220,2,1,2,1,6,0.552796333079654,0.241939472858035
"France",1994,287,220,2,2,2,2,8,0.69475798860782,0.247151999623533
"France",1995,287,220,2,2,2,2,8,0.760360800589784,0.250520354578119
"France",1996,287,220,2,2,2,2,8,0.752712213561879,0.251550564819119
"France",1997,287,220,2,2,2,2,8,0.670976365470524,0.250711243852959
"France",1998,287,220,2,2,2,0,6,0.508569813199892,0.251126073144255
