"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd","theta_q025","theta_q975"
"1482",1991,212,100,0,0,2,0,5,5,NA,5,NA,0,NA,NA,NA,NA,1,67,70,73,1,"100-1991",46,-1.78821982607529,0.121448977595328,-2.03066589067999,-1.55226428802898
"1483",1992,212,100,0,0,2,0,5,4,NA,3,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1992",47,-1.66515916037962,0.160061478835778,-2.00290777582808,-1.34942267620577
"1484",1993,212,100,0,0,2,0,5,5,NA,5,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1993",48,-1.68865614555613,0.16671188425417,-2.01778069072324,-1.37938452985731
"1485",1994,212,100,0,0,NA,0,5,5,NA,3,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1994",49,-1.67396564498138,0.162831119652658,-2.00005128102004,-1.35327730126627
"1486",1995,212,100,0,0,0,0,4,5,NA,3,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1995",50,-1.66574976281355,0.170257465418312,-2.00920781811999,-1.34074559183257
"1487",1996,212,100,0,0,0,0,5,5,NA,4,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1996",51,-1.7141173627303,0.168331810505569,-2.05004657871781,-1.37900358611539
"1488",1997,212,100,0,0,0,0,5,5,NA,5,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1997",52,-1.7399371301601,0.172031049012775,-2.07888321031455,-1.40123569128168
"1489",1998,212,100,0,0,0,0,5,5,NA,4,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1998",53,-1.70780845192883,0.169345406682896,-2.05347026309846,-1.40429948226287
"1490",1999,212,100,0,1,0,0,5,5,NA,3,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-1999",54,-1.6667323622393,0.168548914185542,-2.01539277471876,-1.36224698758217
"1491",2000,212,100,0,0,0,0,5,5,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2000",55,-1.6962669810033,0.168670217810458,-2.05285050556695,-1.38739526929641
"1492",2001,212,100,0,0,1,0,5,5,NA,NA,6,0,NA,NA,NA,NA,1,34,34,34,1,"100-2001",56,-1.68744760467948,0.11896864124007,-1.9274719410827,-1.46770671066639
"1493",2002,212,100,0,0,2,0,5,5,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2002",57,-1.7255048651587,0.1695661931229,-2.07272047013525,-1.40935114486355
"1494",2003,212,100,0,0,0,0,5,5,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2003",58,-1.75029179868055,0.18051613879331,-2.10849925385802,-1.41482105657864
"1495",2004,212,100,0,0,0,0,5,5,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2004",59,-1.72204881945894,0.173687215227367,-2.0694046080592,-1.40249964767234
"1496",2005,212,100,0,0,0,0,5,4,NA,NA,6,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2005",60,-1.64118905272949,0.170455097158108,-1.96531420449609,-1.29118122846374
"1497",2006,212,100,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2006",61,-1.60189315478089,0.167384489059408,-1.92385645035853,-1.27834493953749
"1498",2007,212,100,0,0,0,0,4,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2007",62,-1.54524649975161,0.164979235265259,-1.87592515608478,-1.22839099056741
"1499",2008,212,100,0,0,0,0,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2008",63,-1.53782457830002,0.165993212305456,-1.86066304325005,-1.2089310224064
"1500",2009,212,100,0,0,0,1,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2009",64,-1.48464157983771,0.169931206922516,-1.82063715692468,-1.1476027085292
"1501",2010,212,100,0,0,0,1,5,4,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,0,"100-2010",65,-1.40002670712848,0.177801834697887,-1.75498796353948,-1.05511781874024
"1502",2011,212,100,0,0,0,1,5,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"100-2011",66,-1.15557995639054,0.210427037072302,-1.55724819076905,-0.747389933187809
"1503",2012,NA,100,NA,NA,NA,NA,4,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"100-2012",67,-1.01462326599947,0.216959036248529,-1.40850221493838,-0.547544104346009
"1504",2013,NA,100,NA,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"100-2013",68,-0.995226652455187,0.208422994689585,-1.41878071598512,-0.606690303862879
"1505",2014,NA,100,NA,NA,NA,NA,4,3,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"100-2014",69,-0.880382149264887,0.200531428205519,-1.23800144923439,-0.47752358528974
"1506",2015,NA,100,NA,NA,NA,NA,4,3,4,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"100-2015",70,-0.794807205660236,0.215718235065171,-1.23446780357672,-0.363032027687931
"1507",2016,NA,100,NA,NA,NA,NA,3,3,4,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"100-2016",71,-0.654372079530978,0.215871355529489,-1.0652442636823,-0.229705867020279
"1508",2017,NA,100,NA,NA,NA,NA,4,3,3,NA,NA,0,NA,NA,NA,NA,NA,41,41,41,1,"100-2017",72,-0.570679112559562,0.214060791222979,-0.998010938806305,-0.179890319421493
"1509",2018,NA,100,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"100-2018",73,-0.482884482971609,0.22518993022533,-0.904999098488641,-0.0397222158822349
"1510",2019,NA,100,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"100-2019",74,-0.481333820395384,0.218903903065685,-0.902820436389726,-0.0520226074962965
"1511",2020,NA,100,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,53,53,53,1,"100-2020",75,-0.479254846924161,0.225336256041685,-0.902331398970648,-0.029456547674423
"1512",2021,NA,100,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,26,26,27,1,"100-2021",76,-0.476058008807927,0.266937522709928,-0.998051773769941,0.0685049695306391
"1513",1946,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"101-1946",77,0.0275299343640233,0.558186011515159,-0.938128703129035,1.15327549049652
"1514",1947,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"101-1947",78,0.0180745051793488,0.540690447515225,-0.966594573053303,1.08983012885615
"1515",1948,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,"101-1948",79,0.00896038955534675,0.511075931878202,-0.909347412229521,0.992274718974644
"1516",1949,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1949",80,0.00290537803556139,0.4792165052001,-0.841313579155018,1.01784872512452
"1517",1950,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1950",81,0.0166331862938243,0.471034138413413,-0.8370219326396,1.06258918497003
"1518",1951,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1951",82,0.0239922291709982,0.457537939899053,-0.772843420102348,1.00021821427458
"1519",1952,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1952",83,0.0189472526201587,0.443166033319902,-0.795879859901033,0.985764152460852
"1520",1953,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1953",84,0.0221201116449755,0.456908932666856,-0.781061309672733,1.01407132005352
"1521",1954,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1954",85,0.0260926349067151,0.443475675323943,-0.745063047073126,1.00872933863909
"1522",1955,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"101-1955",86,0.00930362918515639,0.449026213322697,-0.817322947497532,0.962805274502512
"1523",1956,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1956",87,0.0175521155087568,0.432125584005524,-0.765855346927191,0.908557754113343
"1524",1957,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1957",88,0.0162616108736373,0.433764876031303,-0.798265303985906,0.906677541382062
"1525",1958,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1958",89,0.00760338458140745,0.444107774305945,-0.80827334996352,0.928846046414412
"1526",1959,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1959",90,0.00567172965419312,0.437465571360403,-0.801355279870527,0.92815354325523
"1527",1960,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1960",91,0.00917780352575238,0.43404279645433,-0.780736039953316,0.908946278060754
"1528",1961,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1961",92,0.0136033341371046,0.441805940897814,-0.747094843853095,0.978591120829623
"1529",1962,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1962",93,0.019213166608013,0.433179001233889,-0.762695512997082,0.922213573126766
"1530",1963,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1963",94,0.0322449193589422,0.424918120866591,-0.780500096961134,0.918496848624245
"1531",1964,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1964",95,0.0452708082716177,0.433738139067747,-0.712188870905847,0.970380444644609
"1532",1965,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1965",96,0.0518765982392269,0.435968839879869,-0.738564845048911,0.966186859453041
"1533",1966,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1966",97,0.0540246282684428,0.431722018776105,-0.728448113130689,0.947161958880274
"1534",1967,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1967",98,0.0648130659771817,0.436060665553849,-0.731385620202171,0.933007871743752
"1535",1968,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1968",99,0.0708898487044629,0.430851009578885,-0.729716236130744,0.895046667021311
"1536",1969,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1969",100,0.0932484767681765,0.435270843572502,-0.698042657861334,0.97889621592132
"1537",1970,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1970",101,0.125200831246046,0.437199155450543,-0.670612947136902,1.02149597238827
"1538",1971,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1971",102,0.152286601282578,0.434447299899066,-0.641434230495691,1.03056968943235
"1539",1972,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1972",103,0.183213531626209,0.420922659410892,-0.578736381842549,1.02835529057911
"1540",1973,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1973",104,0.172664541854591,0.406250433921418,-0.526877573396936,1.02074608627486
"1541",1974,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1974",105,0.174514338946095,0.377481301001369,-0.535608139148659,0.939602605267375
"1542",1975,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1975",106,0.134134141959731,0.325737763444041,-0.487533315154412,0.808208628210291
"1543",1976,NA,101,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,0,1,1,0,NA,NA,NA,NA,"101-1976",107,0.0618117632898617,0.260808802444964,-0.447467695835655,0.591570476927997
"1544",1977,NA,101,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1977",108,0.108531108334071,0.251709921573408,-0.365232905376141,0.65537687714909
"1545",1978,NA,101,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1978",109,-0.0672044328113225,0.250852681729682,-0.575602635066659,0.426003648291696
"1546",1979,NA,101,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1979",110,-0.120859350438285,0.238076416393158,-0.571740568457147,0.345064618701154
"1547",1980,NA,101,NA,NA,NA,NA,3,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"101-1980",111,-0.0973245925074868,0.236660585965113,-0.548955313838801,0.365129135718401
"1548",1981,674,101,1,2,1,2,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1981",112,0.0327201682973337,0.231822911283319,-0.404566535181738,0.502178862885423
"1549",1982,674,101,1,1,2,1,NA,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"101-1982",113,-0.134877940223596,0.227389858362738,-0.585343104715577,0.320452437984307
"1550",1983,674,101,2,1,2,1,3,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"101-1983",114,-0.201936353582333,0.208844664800758,-0.630501599736268,0.206196896142047
"1551",1984,674,101,0,1,2,0,2,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"101-1984",115,-0.243410295949878,0.206150479578405,-0.641814009140123,0.148770574940763
"1552",1985,674,101,2,1,1,1,2,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"101-1985",116,-0.241460077702497,0.21116962911174,-0.658010873777759,0.162134166529987
"1553",1986,674,101,1,1,1,1,4,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"101-1986",117,-0.414314101118201,0.214361314922643,-0.829005894896236,-0.0143156154551638
"1554",1987,674,101,2,1,1,0,3,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"101-1987",118,-0.457052802885151,0.209616280042095,-0.88968564463547,-0.049472812519136
"1555",1988,674,101,2,1,1,1,3,2,NA,3,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"101-1988",119,-0.525781119560998,0.250289992917909,-1.01473598263234,-0.0556676162821255
"1556",1989,674,101,1,0,1,0,4,4,NA,3,NA,0,NA,NA,NA,NA,0,58,58,439,1,"101-1989",120,-1.90738478785881,0.119520514115937,-2.15859662181439,-1.67708756884231
"1557",1990,674,101,0,0,2,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,64,64,79,1,"101-1990",121,-1.76015848277807,0.119796252577651,-1.99879329957296,-1.52861582479274
"1558",1991,674,101,1,1,1,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,30,30,41,1,"101-1991",122,-1.65424497639933,0.118142797428304,-1.88846584031936,-1.42417402077203
"1559",1992,674,101,1,0,0,0,4,3,NA,3,NA,0,NA,NA,NA,NA,0,79,79,95,1,"101-1992",123,-1.78300779973441,0.118382818062062,-2.01709832506316,-1.55379084331619
"1560",1993,674,101,1,0,0,0,4,3,NA,5,NA,0,NA,NA,NA,NA,0,63,63,92,1,"101-1993",124,-1.76617517085498,0.116561550348236,-1.99201511143844,-1.54794359654181
"1561",1994,674,101,1,0,0,0,4,4,NA,5,NA,0,NA,NA,NA,NA,0,37,37,53,1,"101-1994",125,-1.69283086693428,0.116820991415855,-1.92790792058021,-1.46634760082994
"1562",1995,674,101,1,0,0,0,4,3,NA,3,6,0,NA,NA,NA,NA,0,26,26,79,1,"101-1995",126,-1.68576434442921,0.115757042725963,-1.91831659715676,-1.47421208672453
"1563",1996,674,101,2,0,0,0,4,5,NA,3,6,0,NA,NA,NA,NA,0,33,33,58,1,"101-1996",127,-1.67917713659147,0.118159029435415,-1.90739485092749,-1.4613114156118
"1564",1997,674,101,2,0,0,0,4,3,NA,3,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-1997",128,-1.26047565710151,0.206646834202745,-1.63301711874553,-0.850825129610395
"1565",1998,674,101,2,0,1,0,3,3,NA,3,5,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-1998",129,-1.1755093731141,0.215530001214574,-1.56993422839285,-0.738230355008753
"1566",1999,674,101,2,0,2,0,3,3,NA,4,5,0,NA,NA,NA,NA,0,26,26,47,1,"101-1999",130,-1.62256966794111,0.114423036805044,-1.85123939153477,-1.40997363654238
"1567",2000,674,101,2,0,2,0,2,3,NA,NA,6,0,NA,NA,NA,NA,0,25,25,46,1,"101-2000",131,-1.63297038542573,0.114141841118597,-1.8721711176532,-1.41373920292277
"1568",2001,674,101,2,0,2,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,27,27,60,1,"101-2001",132,-1.64862984947641,0.114429228163528,-1.88389781328994,-1.43688649830045
"1569",2002,674,101,2,0,2,0,4,4,NA,NA,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2002",133,-1.49827256342687,0.167600350135012,-1.8225746729275,-1.19238390895607
"1570",2003,674,101,2,0,2,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,25,25,53,1,"101-2003",134,-1.63804470553303,0.116253892080728,-1.88106462854943,-1.42323939530233
"1571",2004,674,101,1,0,1,0,3,3,NA,NA,6,0,NA,NA,NA,NA,0,22,31,67,1,"101-2004",135,-1.66275834339011,0.114908597302322,-1.89212006880629,-1.44428065093473
"1572",2005,674,101,1,0,1,0,3,3,NA,NA,1,0,NA,NA,NA,NA,0,19,30,45,1,"101-2005",136,-1.62378734506591,0.115775468062595,-1.87524494705446,-1.39803589816898
"1573",2006,674,101,1,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2006",137,-1.18838462984143,0.223278026167237,-1.58189833093591,-0.72101579123461
"1574",2007,674,101,1,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2007",138,-0.999524780567253,0.216003805576168,-1.43458640619238,-0.581124263019053
"1575",2008,674,101,2,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,27,27,63,1,"101-2008",139,-0.850468770735037,0.209149651884907,-1.27901319720031,-0.437135065194288
"1576",2009,674,101,2,0,1,0,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,25,25,63,1,"101-2009",140,-0.750442909044718,0.211884632697808,-1.16673529582465,-0.328361901318261
"1577",2010,674,101,1,0,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2010",141,-0.630747876528825,0.217048536896016,-1.04599433306335,-0.212100295090019
"1578",2011,674,101,2,0,1,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2011",142,-0.592783038339804,0.219577202334425,-1.01072059170646,-0.125669807834034
"1579",2012,NA,101,NA,NA,NA,NA,3,4,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2012",143,-0.660142787825027,0.227520865471647,-1.13890173223721,-0.224457696402423
"1580",2013,NA,101,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"101-2013",144,-0.621938323761317,0.229817101887294,-1.07579144569293,-0.155685459080059
"1581",2014,NA,101,NA,NA,NA,NA,3,4,3,NA,NA,0,NA,NA,NA,NA,0,44,44,50,1,"101-2014",145,-0.718785183188528,0.21504720958942,-1.12013558409741,-0.301381413160214
"1582",2015,NA,101,NA,NA,NA,NA,3,4,3,NA,NA,0,NA,NA,NA,NA,0,32,32,37,1,"101-2015",146,-0.840069289980237,0.225140398669308,-1.29509113012833,-0.431122585479976
"1583",2016,NA,101,NA,NA,NA,NA,3,4,4,NA,NA,0,NA,NA,NA,NA,NA,59,59,94,1,"101-2016",147,-1.09244476046124,0.232304696152198,-1.53254412082637,-0.591204330338074
"1584",2017,NA,101,NA,NA,NA,NA,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,73,73,104,1,"101-2017",148,-1.49620212319004,0.187516211853736,-1.86405153455969,-1.10936811192254
"1585",2018,NA,101,NA,NA,NA,NA,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA,78,78,108,1,"101-2018",149,-1.61211035257748,0.191622026164444,-1.96220803073571,-1.26082684059523
"1586",2019,NA,101,NA,NA,NA,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,78,78,94,1,"101-2019",150,-1.95990218443016,0.278972623037878,-2.57050035601339,-1.46364047227182
"1587",2020,NA,101,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"101-2020",151,-2.23465890314102,0.298684354504475,-2.84407068916493,-1.68185953118084
"1588",2021,NA,101,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"101-2021",152,-2.26587315290969,0.330042177790901,-2.94328974381472,-1.6637023093729
"1589",1966,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1966",153,0.499325193806366,0.571688965666471,-0.616364157839948,1.60644379297839
"1590",1967,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1967",154,0.559187327333621,0.562177067244351,-0.537339223120673,1.63061370425665
"1591",1968,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1968",155,0.621765081118965,0.554367697258715,-0.432868108107111,1.70717067323224
"1592",1969,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1969",156,0.699212141524166,0.559596013135861,-0.379726579081302,1.76797003322839
"1593",1970,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1970",157,0.803280871391094,0.550175530417036,-0.283889353026952,1.86455675591092
"1594",1971,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1971",158,0.865296316543002,0.535829687361486,-0.145398061353972,1.95383392690189
"1595",1972,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1972",159,0.901466730310729,0.523486474909155,-0.095092719436278,1.96382171104933
"1596",1973,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1973",160,0.909225300700965,0.501877679047073,0.011629777940893,1.98729718488691
"1597",1974,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1974",161,0.871171731237334,0.472733698699668,-0.0660692965427084,1.88035672277563
"1598",1975,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1975",162,0.869304306250607,0.443243089959551,0.0196440948692722,1.8125763709942
"1599",1976,NA,110,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1976",163,0.827094180326976,0.400113153293909,0.132623160750721,1.7006229317162
"1600",1977,NA,110,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1977",164,0.622741326194736,0.357234550592149,-0.0428227853498259,1.4132191338754
"1601",1978,NA,110,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1978",165,0.159193500954014,0.343573901484147,-0.556260699570582,0.806393208707773
"1602",1979,NA,110,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1979",166,0.0447624311497387,0.35222442645456,-0.593837693172256,0.765875141002076
"1603",1980,NA,110,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1980",167,-0.482348871283643,0.266290143023089,-1.00291997221296,0.0345159263237298
"1604",1981,320,110,2,1,1,1,NA,3,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"110-1981",168,-0.59175062845511,0.226470431380235,-1.06901732192388,-0.150670630385022
"1605",1982,320,110,2,1,1,1,NA,3,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"110-1982",169,-0.595725403031441,0.208761366236866,-0.990932968039712,-0.18544184515359
"1606",1983,320,110,2,2,1,1,NA,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"110-1983",170,-0.513097926132634,0.213313095104156,-0.926064609192835,-0.11726361154213
"1607",1984,320,110,2,1,2,0,3,3,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"110-1984",171,-0.425732896063999,0.241570420857484,-0.91643815889875,0.0441683175665512
"1608",1985,320,110,2,2,2,1,2,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"110-1985",172,0.0678286766688585,0.260000981454466,-0.43245813781894,0.585329244785892
"1609",1986,320,110,2,2,2,1,2,2,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"110-1986",173,0.252106808242804,0.236953590528228,-0.225918346045359,0.707994228980438
"1610",1987,320,110,2,1,2,1,1,2,NA,2,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"110-1987",174,0.395096159139116,0.229233865547352,-0.0824191858657543,0.841662307060839
"1611",1988,320,110,2,2,2,1,2,2,NA,2,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"110-1988",175,0.424660447420333,0.222001425916219,0.00575706036223547,0.845961645988123
"1612",1989,320,110,2,2,1,1,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"110-1989",176,0.408845599462253,0.214078822671687,-0.00159988040806953,0.818582316226186
"1613",1990,320,110,2,1,2,0,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"110-1990",177,0.382513905864587,0.213861366248824,-0.0301980814087752,0.807096460638674
"1614",1991,320,110,2,2,2,1,2,2,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"110-1991",178,0.466622397858218,0.208342448532432,0.0677667888833575,0.874714174426422
"1615",1992,320,110,2,2,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"110-1992",179,0.496128940250227,0.212697498177714,0.0889652415416928,0.917341994084698
"1616",1993,320,110,2,1,2,1,2,2,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"110-1993",180,0.546787140156594,0.222996536937182,0.0959529433720813,1.01008820724282
