"ccode","year","genocide","Mgenocide"
360,1979,0,1
360,1980,0,1
360,1981,0,1
360,1982,0,1
360,1983,0,1
360,1984,0,1
360,1985,0,1
360,1986,0,1
360,1987,0,1
360,1988,0,1
360,1989,0,1
360,1990,0,1
360,1991,0,1
360,1992,0,1
360,1993,0,1
360,1994,0,1
360,1995,0,1
360,1996,0,1
360,1997,0,1
360,1998,0,1
360,1999,0,1
360,2000,0,1
360,2001,0,1
360,2002,0,1
360,2003,0,1
360,2004,0,1
360,2005,0,1
360,2006,0,1
360,2007,0,1
360,2008,0,1
360,2009,0,1
360,2010,0,1
365,1956,0,1
365,1957,0,1
365,1958,0,1
365,1959,0,1
365,1960,0,1
365,1961,0,1
365,1962,0,1
365,1963,0,1
365,1964,0,1
365,1965,0,1
365,1966,0,1
365,1967,0,1
365,1968,0,1
365,1969,0,1
365,1970,0,1
365,1971,0,1
365,1972,0,1
365,1973,0,1
365,1974,0,1
365,1975,0,1
365,1976,0,1
365,1977,0,1
365,1978,0,1
365,1979,0,1
365,1980,0,1
365,1981,0,1
365,1982,0,1
365,1983,0,1
365,1984,0,1
365,1985,0,1
365,1986,0,1
365,1987,0,1
365,1988,0,1
365,1989,0,1
365,1990,0,1
365,1991,0,1
365,1992,0,1
365,1993,0,1
365,1994,0,1
365,1995,0,1
365,1996,0,1
365,1997,0,1
365,1998,0,1
365,1999,0,1
365,2000,0,1
365,2001,0,1
365,2002,0,1
365,2003,0,1
365,2004,0,1
365,2005,0,1
365,2006,0,1
365,2007,0,1
365,2008,0,1
365,2009,0,1
365,2010,0,1
366,1991,0,1
366,1992,0,1
366,1993,0,1
366,1994,0,1
366,1995,0,1
366,1996,0,1
366,1997,0,1
366,1998,0,1
366,1999,0,1
366,2000,0,1
366,2001,0,1
366,2002,0,1
366,2003,0,1
366,2004,0,1
366,2005,0,1
366,2006,0,1
366,2007,0,1
366,2008,0,1
366,2009,0,1
366,2010,0,1
367,1991,0,1
367,1992,0,1
367,1993,0,1
367,1994,0,1
367,1995,0,1
367,1996,0,1
367,1997,0,1
367,1998,0,1
367,1999,0,1
367,2000,0,1
367,2001,0,1
367,2002,0,1
367,2003,0,1
367,2004,0,1
367,2005,0,1
367,2006,0,1
367,2007,0,1
367,2008,0,1
367,2009,0,1
367,2010,0,1
368,1991,0,1
368,1992,0,1
368,1993,0,1
368,1994,0,1
368,1995,0,1
368,1996,0,1
368,1997,0,1
368,1998,0,1
368,1999,0,1
368,2000,0,1
368,2001,0,1
368,2002,0,1
368,2003,0,1
368,2004,0,1
368,2005,0,1
368,2006,0,1
368,2007,0,1
368,2008,0,1
368,2009,0,1
368,2010,0,1
369,1991,0,1
369,1992,0,1
369,1993,0,1
369,1994,0,1
369,1995,0,1
369,1996,0,1
369,1997,0,1
369,1998,0,1
369,1999,0,1
369,2000,0,1
369,2001,0,1
369,2002,0,1
369,2003,0,1
369,2004,0,1
369,2005,0,1
369,2006,0,1
369,2007,0,1
369,2008,0,1
369,2009,0,1
369,2010,0,1
370,1991,0,1
370,1992,0,1
370,1993,0,1
370,1994,0,1
370,1995,0,1
370,1996,0,1
370,1997,0,1
370,1998,0,1
370,1999,0,1
370,2000,0,1
370,2001,0,1
370,2002,0,1
370,2003,0,1
370,2004,0,1
370,2005,0,1
370,2006,0,1
370,2007,0,1
370,2008,0,1
370,2009,0,1
370,2010,0,1
371,1991,0,1
371,1992,0,1
371,1993,0,1
371,1994,0,1
371,1995,0,1
371,1996,0,1
371,1997,0,1
371,1998,0,1
371,1999,0,1
371,2000,0,1
371,2001,0,1
371,2002,0,1
371,2003,0,1
371,2004,0,1
371,2005,0,1
371,2006,0,1
371,2007,0,1
371,2008,0,1
371,2009,0,1
371,2010,0,1
372,1991,0,1
372,1992,0,1
372,1993,0,1
372,1994,0,1
372,1995,0,1
372,1996,0,1
372,1997,0,1
372,1998,0,1
372,1999,0,1
372,2000,0,1
372,2001,0,1
372,2002,0,1
372,2003,0,1
372,2004,0,1
372,2005,0,1
372,2006,0,1
372,2007,0,1
372,2008,0,1
372,2009,0,1
372,2010,0,1
373,1991,0,1
373,1992,0,1
373,1993,0,1
373,1994,0,1
373,1995,0,1
373,1996,0,1
373,1997,0,1
373,1998,0,1
373,1999,0,1
373,2000,0,1
373,2001,0,1
373,2002,0,1
373,2003,0,1
373,2004,0,1
373,2005,0,1
373,2006,0,1
373,2007,0,1
373,2008,0,1
373,2009,0,1
373,2010,0,1
375,1956,0,1
375,1957,0,1
375,1958,0,1
375,1959,0,1
375,1960,0,1
375,1961,0,1
375,1962,0,1
375,1963,0,1
375,1964,0,1
375,1965,0,1
375,1966,0,1
375,1967,0,1
375,1968,0,1
375,1969,0,1
375,1970,0,1
375,1971,0,1
375,1972,0,1
375,1973,0,1
375,1974,0,1
375,1975,0,1
375,1976,0,1
375,1977,0,1
375,1978,0,1
375,1979,0,1
375,1980,0,1
375,1981,0,1
375,1982,0,1
375,1983,0,1
375,1984,0,1
375,1985,0,1
375,1986,0,1
375,1987,0,1
375,1988,0,1
375,1989,0,1
375,1990,0,1
375,1991,0,1
375,1992,0,1
375,1993,0,1
375,1994,0,1
375,1995,0,1
375,1996,0,1
375,1997,0,1
375,1998,0,1
375,1999,0,1
375,2000,0,1
375,2001,0,1
375,2002,0,1
375,2003,0,1
375,2004,0,1
375,2005,0,1
375,2006,0,1
375,2007,0,1
375,2008,0,1
375,2009,0,1
375,2010,0,1
380,1956,0,1
380,1957,0,1
380,1958,0,1
380,1959,0,1
380,1960,0,1
380,1961,0,1
380,1962,0,1
380,1963,0,1
380,1964,0,1
380,1965,0,1
380,1966,0,1
380,1967,0,1
380,1968,0,1
380,1969,0,1
380,1970,0,1
380,1971,0,1
380,1972,0,1
380,1973,0,1
380,1974,0,1
380,1975,0,1
380,1976,0,1
380,1977,0,1
380,1978,0,1
380,1979,0,1
380,1980,0,1
380,1981,0,1
380,1982,0,1
380,1983,0,1
380,1984,0,1
380,1985,0,1
380,1986,0,1
380,1987,0,1
380,1988,0,1
380,1989,0,1
380,1990,0,1
380,1991,0,1
380,1992,0,1
380,1993,0,1
380,1994,0,1
380,1995,0,1
380,1996,0,1
380,1997,0,1
380,1998,0,1
380,1999,0,1
380,2000,0,1
380,2001,0,1
380,2002,0,1
380,2003,0,1
380,2004,0,1
380,2005,0,1
380,2006,0,1
380,2007,0,1
380,2008,0,1
380,2009,0,1
380,2010,0,1
385,1956,0,1
385,1957,0,1
385,1958,0,1
385,1959,0,1
385,1960,0,1
385,1961,0,1
385,1962,0,1
385,1963,0,1
385,1964,0,1
385,1965,0,1
385,1966,0,1
385,1967,0,1
385,1968,0,1
385,1969,0,1
385,1970,0,1
385,1971,0,1
385,1972,0,1
385,1973,0,1
385,1974,0,1
385,1975,0,1
385,1976,0,1
385,1977,0,1
385,1978,0,1
385,1979,0,1
385,1980,0,1
385,1981,0,1
385,1982,0,1
385,1983,0,1
385,1984,0,1
385,1985,0,1
385,1986,0,1
385,1987,0,1
385,1988,0,1
385,1989,0,1
385,1990,0,1
385,1991,0,1
385,1992,0,1
385,1993,0,1
385,1994,0,1
385,1995,0,1
385,1996,0,1
385,1997,0,1
385,1998,0,1
385,1999,0,1
385,2000,0,1
385,2001,0,1
385,2002,0,1
385,2003,0,1
385,2004,0,1
385,2005,0,1
385,2006,0,1
385,2007,0,1
385,2008,0,1
385,2009,0,1
385,2010,0,1
390,1956,0,1
390,1957,0,1
390,1958,0,1
390,1959,0,1
390,1960,0,1
390,1961,0,1
390,1962,0,1
390,1963,0,1
390,1964,0,1
390,1965,0,1
390,1966,0,1
390,1967,0,1
390,1968,0,1
390,1969,0,1
390,1970,0,1
390,1971,0,1
390,1972,0,1
390,1973,0,1
390,1974,0,1
390,1975,0,1
390,1976,0,1
390,1977,0,1
390,1978,0,1
390,1979,0,1
390,1980,0,1
390,1981,0,1
390,1982,0,1
390,1983,0,1
390,1984,0,1
390,1985,0,1
390,1986,0,1
390,1987,0,1
390,1988,0,1
390,1989,0,1
390,1990,0,1
390,1991,0,1
390,1992,0,1
390,1993,0,1
390,1994,0,1
390,1995,0,1
390,1996,0,1
390,1997,0,1
390,1998,0,1
390,1999,0,1
390,2000,0,1
390,2001,0,1
390,2002,0,1
390,2003,0,1
390,2004,0,1
390,2005,0,1
390,2006,0,1
390,2007,0,1
390,2008,0,1
390,2009,0,1
390,2010,0,1
395,1956,0,1
395,1957,0,1
395,1958,0,1
395,1959,0,1
395,1960,0,1
395,1961,0,1
395,1962,0,1
395,1963,0,1
395,1964,0,1
395,1965,0,1
395,1966,0,1
395,1967,0,1
395,1968,0,1
395,1969,0,1
395,1970,0,1
395,1971,0,1
395,1972,0,1
395,1973,0,1
395,1974,0,1
395,1975,0,1
395,1976,0,1
395,1977,0,1
395,1978,0,1
395,1979,0,1
395,1980,0,1
395,1981,0,1
395,1982,0,1
395,1983,0,1
395,1984,0,1
395,1985,0,1
395,1986,0,1
395,1987,0,1
395,1988,0,1
395,1989,0,1
395,1990,0,1
395,1991,0,1
395,1992,0,1
395,1993,0,1
395,1994,0,1
395,1995,0,1
395,1996,0,1
395,1997,0,1
395,1998,0,1
395,1999,0,1
395,2000,0,1
395,2001,0,1
395,2002,0,1
395,2003,0,1
395,2004,0,1
395,2005,0,1
395,2006,0,1
395,2007,0,1
395,2008,0,1
395,2009,0,1
395,2010,0,1
402,1975,0,1
402,1976,0,1
402,1977,0,1
402,1978,0,1
402,1979,0,1
402,1980,0,1
402,1981,0,1
402,1982,0,1
402,1983,0,1
402,1984,0,1
402,1985,0,1
402,1986,0,1
402,1987,0,1
402,1988,0,1
402,1989,0,1
402,1990,0,1
402,1991,0,1
402,1992,0,1
402,1993,0,1
402,1994,0,1
402,1995,0,1
402,1996,0,1
402,1997,0,1
402,1998,0,1
402,1999,0,1
402,2000,0,1
402,2001,0,1
402,2002,0,1
402,2003,0,1
402,2004,0,1
402,2005,0,1
402,2006,0,1
402,2007,0,1
402,2008,0,1
402,2009,0,1
402,2010,0,1
403,1975,0,1
403,1976,0,1
403,1977,0,1
403,1978,0,1
403,1979,0,1
403,1980,0,1
403,1981,0,1
403,1982,0,1
403,1983,0,1
403,1984,0,1
403,1985,0,1
403,1986,0,1
403,1987,0,1
403,1988,0,1
403,1989,0,1
403,1990,0,1
403,1991,0,1
403,1992,0,1
403,1993,0,1
403,1994,0,1
403,1995,0,1
403,1996,0,1
403,1997,0,1
403,1998,0,1
403,1999,0,1
403,2000,0,1
403,2001,0,1
403,2002,0,1
403,2003,0,1
403,2004,0,1
403,2005,0,1
403,2006,0,1
403,2007,0,1
403,2008,0,1
403,2009,0,1
403,2010,0,1
404,1974,0,1
404,1975,0,1
404,1976,0,1
404,1977,0,1
404,1978,0,1
404,1979,0,1
404,1980,0,1
404,1981,0,1
404,1982,0,1
404,1983,0,1
404,1984,0,1
404,1985,0,1
404,1986,0,1
404,1987,0,1
404,1988,0,1
404,1989,0,1
404,1990,0,1
404,1991,0,1
404,1992,0,1
404,1993,0,1
404,1994,0,1
404,1995,0,1
404,1996,0,1
404,1997,0,1
404,1998,0,1
404,1999,0,1
404,2000,0,1
404,2001,0,1
404,2002,0,1
404,2003,0,1
404,2004,0,1
404,2005,0,1
404,2006,0,1
404,2007,0,1
404,2008,0,1
404,2009,0,1
404,2010,0,1
411,1968,0,1
411,1969,1,6
411,1970,1,6
411,1971,1,5
411,1972,1,3
411,1973,1,3
411,1974,1,4
411,1975,1,5
411,1976,1,6
411,1977,1,4
411,1978,1,4
411,1979,1,4
411,1980,0,1
411,1981,0,1
411,1982,0,1
411,1983,0,1
411,1984,0,1
411,1985,0,1
411,1986,0,1
411,1987,0,1
411,1988,0,1
411,1989,0,1
411,1990,0,1
411,1991,0,1
411,1992,0,1
411,1993,0,1
411,1994,0,1
411,1995,0,1
411,1996,0,1
411,1997,0,1
411,1998,0,1
411,1999,0,1
411,2000,0,1
411,2001,0,1
411,2002,0,1
411,2003,0,1
411,2004,0,1
411,2005,0,1
411,2006,0,1
411,2007,0,1
411,2008,0,1
411,2009,0,1
411,2010,0,1
420,1965,0,1
420,1966,0,1
420,1967,0,1
420,1968,0,1
420,1969,0,1
420,1970,0,1
420,1971,0,1
420,1972,0,1
420,1973,0,1
420,1974,0,1
420,1975,0,1
420,1976,0,1
420,1977,0,1
420,1978,0,1
420,1979,0,1
420,1980,0,1
420,1981,0,1
420,1982,0,1
420,1983,0,1
420,1984,0,1
420,1985,0,1
420,1986,0,1
420,1987,0,1
420,1988,0,1
420,1989,0,1
420,1990,0,1
420,1991,0,1
420,1992,0,1
420,1993,0,1
420,1994,0,1
420,1995,0,1
420,1996,0,1
420,1997,0,1
420,1998,0,1
420,1999,0,1
420,2000,0,1
420,2001,0,1
420,2002,0,1
420,2003,0,1
420,2004,0,1
420,2005,0,1
420,2006,0,1
420,2007,0,1
420,2008,0,1
420,2009,0,1
420,2010,0,1
432,1960,0,1
432,1961,0,1
432,1962,0,1
432,1963,0,1
432,1964,0,1
432,1965,0,1
432,1966,0,1
432,1967,0,1
432,1968,0,1
432,1969,0,1
432,1970,0,1
432,1971,0,1
432,1972,0,1
432,1973,0,1
432,1974,0,1
432,1975,0,1
432,1976,0,1
432,1977,0,1
432,1978,0,1
432,1979,0,1
432,1980,0,1
432,1981,0,1
432,1982,0,1
432,1983,0,1
432,1984,0,1
432,1985,0,1
432,1986,0,1
432,1987,0,1
432,1988,0,1
432,1989,0,1
432,1990,0,1
432,1991,0,1
432,1992,0,1
432,1993,0,1
432,1994,0,1
432,1995,0,1
432,1996,0,1
432,1997,0,1
432,1998,0,1
432,1999,0,1
432,2000,0,1
432,2001,0,1
432,2002,0,1
432,2003,0,1
432,2004,0,1
432,2005,0,1
432,2006,0,1
432,2007,0,1
432,2008,0,1
432,2009,0,1
432,2010,0,1
433,1960,0,1
433,1961,0,1
433,1962,0,1
433,1963,0,1
433,1964,0,1
433,1965,0,1
433,1966,0,1
433,1967,0,1
433,1968,0,1
433,1969,0,1
433,1970,0,1
433,1971,0,1
433,1972,0,1
433,1973,0,1
433,1974,0,1
433,1975,0,1
433,1976,0,1
433,1977,0,1
433,1978,0,1
433,1979,0,1
433,1980,0,1
433,1981,0,1
433,1982,0,1
433,1983,0,1
433,1984,0,1
433,1985,0,1
433,1986,0,1
433,1987,0,1
433,1988,0,1
433,1989,0,1
433,1990,0,1
433,1991,0,1
433,1992,0,1
433,1993,0,1
433,1994,0,1
433,1995,0,1
433,1996,0,1
433,1997,0,1
433,1998,0,1
433,1999,0,1
433,2000,0,1
433,2001,0,1
433,2002,0,1
433,2003,0,1
433,2004,0,1
433,2005,0,1
433,2006,0,1
433,2007,0,1
433,2008,0,1
433,2009,0,1
433,2010,0,1
434,1960,0,1
434,1961,0,1
434,1962,0,1
434,1963,0,1
434,1964,0,1
434,1965,0,1
434,1966,0,1
434,1967,0,1
434,1968,0,1
434,1969,0,1
434,1970,0,1
434,1971,0,1
434,1972,0,1
434,1973,0,1
434,1974,0,1
434,1975,0,1
434,1976,0,1
434,1977,0,1
434,1978,0,1
434,1979,0,1
434,1980,0,1
434,1981,0,1
434,1982,0,1
434,1983,0,1
434,1984,0,1
434,1985,0,1
434,1986,0,1
434,1987,0,1
434,1988,0,1
434,1989,0,1
434,1990,0,1
434,1991,0,1
434,1992,0,1
434,1993,0,1
434,1994,0,1
434,1995,0,1
434,1996,0,1
434,1997,0,1
434,1998,0,1
434,1999,0,1
434,2000,0,1
434,2001,0,1
434,2002,0,1
434,2003,0,1
434,2004,0,1
434,2005,0,1
434,2006,0,1
434,2007,0,1
434,2008,0,1
434,2009,0,1
434,2010,0,1
435,1960,0,1
435,1961,0,1
435,1962,0,1
435,1963,0,1
435,1964,0,1
435,1965,0,1
435,1966,0,1
435,1967,0,1
435,1968,0,1
435,1969,0,1
435,1970,0,1
435,1971,0,1
435,1972,0,1
435,1973,0,1
435,1974,0,1
435,1975,0,1
435,1976,0,1
435,1977,0,1
435,1978,0,1
435,1979,0,1
435,1980,0,1
435,1981,0,1
435,1982,0,1
435,1983,0,1
435,1984,0,1
435,1985,0,1
435,1986,0,1
435,1987,0,1
435,1988,0,1
435,1989,0,1
435,1990,0,1
435,1991,0,1
435,1992,0,1
435,1993,0,1
435,1994,0,1
435,1995,0,1
435,1996,0,1
435,1997,0,1
435,1998,0,1
435,1999,0,1
435,2000,0,1
435,2001,0,1
435,2002,0,1
435,2003,0,1
435,2004,0,1
435,2005,0,1
435,2006,0,1
435,2007,0,1
435,2008,0,1
435,2009,0,1
435,2010,0,1
436,1960,0,1
436,1961,0,1
436,1962,0,1
436,1963,0,1
436,1964,0,1
436,1965,0,1
436,1966,0,1
436,1967,0,1
436,1968,0,1
436,1969,0,1
436,1970,0,1
436,1971,0,1
436,1972,0,1
436,1973,0,1
436,1974,0,1
436,1975,0,1
436,1976,0,1
436,1977,0,1
436,1978,0,1
436,1979,0,1
436,1980,0,1
436,1981,0,1
436,1982,0,1
436,1983,0,1
436,1984,0,1
436,1985,0,1
436,1986,0,1
436,1987,0,1
436,1988,0,1
436,1989,0,1
436,1990,0,1
436,1991,0,1
436,1992,0,1
436,1993,0,1
436,1994,0,1
436,1995,0,1
436,1996,0,1
436,1997,0,1
436,1998,0,1
436,1999,0,1
436,2000,0,1
436,2001,0,1
436,2002,0,1
436,2003,0,1
436,2004,0,1
436,2005,0,1
436,2006,0,1
436,2007,0,1
436,2008,0,1
436,2009,0,1
436,2010,0,1
437,1960,0,1
437,1961,0,1
437,1962,0,1
437,1963,0,1
437,1964,0,1
437,1965,0,1
437,1966,0,1
437,1967,0,1
437,1968,0,1
437,1969,0,1
437,1970,0,1
437,1971,0,1
437,1972,0,1
437,1973,0,1
437,1974,0,1
437,1975,0,1
437,1976,0,1
437,1977,0,1
437,1978,0,1
437,1979,0,1
437,1980,0,1
437,1981,0,1
437,1982,0,1
437,1983,0,1
437,1984,0,1
437,1985,0,1
437,1986,0,1
437,1987,0,1
437,1988,0,1
437,1989,0,1
437,1990,0,1
437,1991,0,1
437,1992,0,1
437,1993,0,1
437,1994,0,1
437,1995,0,1
437,1996,0,1
437,1997,0,1
437,1998,0,1
437,1999,0,1
437,2000,0,1
437,2001,0,1
437,2002,0,1
437,2003,0,1
437,2004,0,1
437,2005,0,1
437,2006,0,1
437,2007,0,1
437,2008,0,1
437,2009,0,1
437,2010,0,1
438,1958,0,1
438,1959,0,1
438,1960,0,1
438,1961,0,1
438,1962,0,1
438,1963,0,1
438,1964,0,1
438,1965,0,1
438,1966,0,1
438,1967,0,1
438,1968,0,1
438,1969,0,1
438,1970,0,1
438,1971,0,1
438,1972,0,1
438,1973,0,1
438,1974,0,1
438,1975,0,1
438,1976,0,1
438,1977,0,1
438,1978,0,1
438,1979,0,1
438,1980,0,1
438,1981,0,1
438,1982,0,1
438,1983,0,1
438,1984,0,1
438,1985,0,1
438,1986,0,1
438,1987,0,1
438,1988,0,1
438,1989,0,1
438,1990,0,1
438,1991,0,1
438,1992,0,1
438,1993,0,1
438,1994,0,1
438,1995,0,1
438,1996,0,1
438,1997,0,1
438,1998,0,1
438,1999,0,1
438,2000,0,1
438,2001,0,1
438,2002,0,1
438,2003,0,1
438,2004,0,1
438,2005,0,1
438,2006,0,1
438,2007,0,1
438,2008,0,1
438,2009,0,1
438,2010,0,1
439,1960,0,1
439,1961,0,1
439,1962,0,1
439,1963,0,1
439,1964,0,1
439,1965,0,1
439,1966,0,1
439,1967,0,1
439,1968,0,1
439,1969,0,1
439,1970,0,1
439,1971,0,1
439,1972,0,1
439,1973,0,1
439,1974,0,1
439,1975,0,1
439,1976,0,1
439,1977,0,1
439,1978,0,1
439,1979,0,1
439,1980,0,1
439,1981,0,1
439,1982,0,1
439,1983,0,1
439,1984,0,1
439,1985,0,1
439,1986,0,1
439,1987,0,1
439,1988,0,1
439,1989,0,1
439,1990,0,1
439,1991,0,1
439,1992,0,1
439,1993,0,1
439,1994,0,1
439,1995,0,1
439,1996,0,1
439,1997,0,1
439,1998,0,1
439,1999,0,1
439,2000,0,1
439,2001,0,1
439,2002,0,1
439,2003,0,1
439,2004,0,1
439,2005,0,1
439,2006,0,1
439,2007,0,1
439,2008,0,1
439,2009,0,1
439,2010,0,1
450,1956,0,1
450,1957,0,1
450,1958,0,1
450,1959,0,1
450,1960,0,1
450,1961,0,1
450,1962,0,1
450,1963,0,1
450,1964,0,1
450,1965,0,1
450,1966,0,1
450,1967,0,1
450,1968,0,1
450,1969,0,1
450,1970,0,1
450,1971,0,1
450,1972,0,1
450,1973,0,1
450,1974,0,1
450,1975,0,1
450,1976,0,1
450,1977,0,1
450,1978,0,1
450,1979,0,1
450,1980,0,1
450,1981,0,1
450,1982,0,1
450,1983,0,1
450,1984,0,1
450,1985,0,1
450,1986,0,1
450,1987,0,1
450,1988,0,1
450,1989,0,1
450,1990,0,1
450,1991,0,1
450,1992,0,1
450,1993,0,1
450,1994,0,1
450,1995,0,1
450,1996,0,1
450,1997,0,1
450,1998,0,1
450,1999,0,1
450,2000,0,1
450,2001,0,1
450,2002,0,1
450,2003,0,1
450,2004,0,1
450,2005,0,1
450,2006,0,1
450,2007,0,1
450,2008,0,1
450,2009,0,1
450,2010,0,1
451,1961,0,1
451,1962,0,1
451,1963,0,1
451,1964,0,1
451,1965,0,1
451,1966,0,1
451,1967,0,1
451,1968,0,1
451,1969,0,1
451,1970,0,1
451,1971,0,1
451,1972,0,1
451,1973,0,1
451,1974,0,1
451,1975,0,1
451,1976,0,1
451,1977,0,1
451,1978,0,1
451,1979,0,1
451,1980,0,1
451,1981,0,1
451,1982,0,1
451,1983,0,1
451,1984,0,1
451,1985,0,1
451,1986,0,1
451,1987,0,1
451,1988,0,1
451,1989,0,1
451,1990,0,1
451,1991,0,1
451,1992,0,1
451,1993,0,1
451,1994,0,1
451,1995,0,1
451,1996,0,1
451,1997,0,1
451,1998,0,1
451,1999,0,1
451,2000,0,1
451,2001,0,1
451,2002,0,1
451,2003,0,1
451,2004,0,1
451,2005,0,1
451,2006,0,1
451,2007,0,1
451,2008,0,1
451,2009,0,1
451,2010,0,1
452,1957,0,1
452,1958,0,1
452,1959,0,1
452,1960,0,1
452,1961,0,1
452,1962,0,1
452,1963,0,1
452,1964,0,1
452,1965,0,1
452,1966,0,1
452,1967,0,1
452,1968,0,1
452,1969,0,1
452,1970,0,1
452,1971,0,1
452,1972,0,1
452,1973,0,1
452,1974,0,1
452,1975,0,1
452,1976,0,1
452,1977,0,1
452,1978,0,1
452,1979,0,1
452,1980,0,1
452,1981,0,1
452,1982,0,1
452,1983,0,1
452,1984,0,1
452,1985,0,1
452,1986,0,1
452,1987,0,1
452,1988,0,1
452,1989,0,1
452,1990,0,1
452,1991,0,1
452,1992,0,1
452,1993,0,1
452,1994,0,1
452,1995,0,1
452,1996,0,1
452,1997,0,1
452,1998,0,1
452,1999,0,1
452,2000,0,1
452,2001,0,1
452,2002,0,1
452,2003,0,1
452,2004,0,1
452,2005,0,1
452,2006,0,1
452,2007,0,1
452,2008,0,1
452,2009,0,1
452,2010,0,1
461,1960,0,1
461,1961,0,1
461,1962,0,1
461,1963,0,1
461,1964,0,1
461,1965,0,1
461,1966,0,1
461,1967,0,1
461,1968,0,1
461,1969,0,1
461,1970,0,1
461,1971,0,1
461,1972,0,1
461,1973,0,1
461,1974,0,1
461,1975,0,1
461,1976,0,1
461,1977,0,1
461,1978,0,1
461,1979,0,1
461,1980,0,1
461,1981,0,1
461,1982,0,1
461,1983,0,1
461,1984,0,1
461,1985,0,1
461,1986,0,1
461,1987,0,1
461,1988,0,1
461,1989,0,1
461,1990,0,1
461,1991,0,1
461,1992,0,1
461,1993,0,1
461,1994,0,1
461,1995,0,1
461,1996,0,1
461,1997,0,1
461,1998,0,1
461,1999,0,1
461,2000,0,1
461,2001,0,1
461,2002,0,1
461,2003,0,1
461,2004,0,1
461,2005,0,1
461,2006,0,1
461,2007,0,1
461,2008,0,1
461,2009,0,1
461,2010,0,1
471,1960,0,1
471,1961,0,1
471,1962,0,1
471,1963,0,1
471,1964,0,1
471,1965,0,1
471,1966,0,1
471,1967,0,1
471,1968,0,1
471,1969,0,1
471,1970,0,1
471,1971,0,1
471,1972,0,1
471,1973,0,1
471,1974,0,1
471,1975,0,1
471,1976,0,1
471,1977,0,1
471,1978,0,1
471,1979,0,1
471,1980,0,1
471,1981,0,1
471,1982,0,1
471,1983,0,1
471,1984,0,1
471,1985,0,1
471,1986,0,1
471,1987,0,1
471,1988,0,1
471,1989,0,1
471,1990,0,1
471,1991,0,1
471,1992,0,1
471,1993,0,1
471,1994,0,1
471,1995,0,1
471,1996,0,1
471,1997,0,1
471,1998,0,1
471,1999,0,1
471,2000,0,1
471,2001,0,1
471,2002,0,1
471,2003,0,1
471,2004,0,1
471,2005,0,1
471,2006,0,1
471,2007,0,1
471,2008,0,1
471,2009,0,1
471,2010,0,1
475,1960,0,1
475,1961,0,1
475,1962,0,1
475,1963,0,1
475,1964,0,1
475,1965,0,1
475,1966,0,1
475,1967,1,10
475,1968,1,12
475,1969,1,12
475,1970,1,7
475,1971,0,1
475,1972,0,1
475,1973,0,1
475,1974,0,1
475,1975,0,1
475,1976,0,1
475,1977,0,1
475,1978,0,1
475,1979,0,1
475,1980,0,1
475,1981,0,1
475,1982,0,1
475,1983,0,1
475,1984,0,1
475,1985,0,1
475,1986,0,1
475,1987,0,1
475,1988,0,1
475,1989,0,1
475,1990,0,1
475,1991,0,1
475,1992,0,1
475,1993,0,1
475,1994,0,1
475,1995,0,1
475,1996,0,1
475,1997,0,1
475,1998,0,1
475,1999,0,1
475,2000,0,1
475,2001,0,1
475,2002,0,1
475,2003,0,1
475,2004,0,1
475,2005,0,1
475,2006,0,1
475,2007,0,1
475,2008,0,1
475,2009,0,1
475,2010,0,1
481,1960,0,1
481,1961,0,1
481,1962,0,1
481,1963,0,1
481,1964,0,1
481,1965,0,1
481,1966,0,1
481,1967,0,1
481,1968,0,1
481,1969,0,1
481,1970,0,1
481,1971,0,1
481,1972,0,1
481,1973,0,1
481,1974,0,1
481,1975,0,1
481,1976,0,1
481,1977,0,1
481,1978,0,1
481,1979,0,1
481,1980,0,1
481,1981,0,1
481,1982,0,1
481,1983,0,1
481,1984,0,1
481,1985,0,1
481,1986,0,1
481,1987,0,1
481,1988,0,1
481,1989,0,1
481,1990,0,1
481,1991,0,1
481,1992,0,1
481,1993,0,1
481,1994,0,1
481,1995,0,1
481,1996,0,1
481,1997,0,1
481,1998,0,1
481,1999,0,1
481,2000,0,1
481,2001,0,1
481,2002,0,1
481,2003,0,1
481,2004,0,1
481,2005,0,1
481,2006,0,1
481,2007,0,1
481,2008,0,1
481,2009,0,1
481,2010,0,1
482,1960,0,1
482,1961,0,1
482,1962,0,1
482,1963,0,1
482,1964,0,1
482,1965,0,1
482,1966,0,1
482,1967,0,1
482,1968,0,1
482,1969,0,1
482,1970,0,1
482,1971,0,1
482,1972,0,1
482,1973,0,1
482,1974,0,1
482,1975,0,1
482,1976,0,1
482,1977,0,1
482,1978,0,1
482,1979,0,1
482,1980,0,1
482,1981,0,1
482,1982,0,1
482,1983,0,1
482,1984,0,1
482,1985,0,1
482,1986,0,1
482,1987,0,1
482,1988,0,1
482,1989,0,1
482,1990,0,1
482,1991,0,1
482,1992,0,1
482,1993,0,1
482,1994,0,1
482,1995,0,1
482,1996,0,1
482,1997,0,1
482,1998,0,1
482,1999,0,1
482,2000,0,1
482,2001,0,1
482,2002,0,1
482,2003,0,1
482,2004,0,1
482,2005,0,1
482,2006,0,1
482,2007,0,1
482,2008,0,1
482,2009,0,1
482,2010,0,1
483,1960,0,1
483,1961,0,1
483,1962,0,1
483,1963,0,1
483,1964,0,1
483,1965,0,1
483,1966,0,1
483,1967,0,1
483,1968,0,1
